gene	A	B	C	D	E
Skcos10720	0	0	0	0	0
Skcos10721	4	0	2	7	0
Skcos10722	354	155	175	327	208
Skcos10723	11	2	0	11	1
Skcos10724	32	3	6	15	14
Skcos10725	0	0	0	4	0
Skcos10726	37	0	1	18	2
Skcos10727	88	54	53	116	31
Skcos10728	6	1	1	6	0
Skcos10729	1	0	0	1	0
Skcos1073	1	1	0	3	1
Skcos10730	2	0	3	1	2
Skcos10731	24	0	2	18	5
Skcos10732	0	0	0	0	0
Skcos10733	2	0	0	0	0
Skcos10734	22	2	3	22	3
Skcos10735	3	1	0	7	0
Skcos10736	2	0	1	0	0
Skcos10737	3	0	0	4	1
Skcos10738	68	1	8	27	6
Skcos10739	23	0	0	6	3
Skcos1074	5	2	2	9	3
Skcos10740	11	8	5	23	4
Skcos10741	1	0	0	17	1
Skcos10742	22	13	23	32	17
Skcos10743	11	29	25	83	32
Skcos10744	73	9	11	93	27
Skcos10745	26	13	13	22	13
Skcos10746	0	0	1	1	3
Skcos10747	2	0	1	2	1
Skcos10748	1	1	0	3	0
Skcos10749	133	85	85	120	120
Skcos1075	5	0	1	5	0
Skcos10750	9	1	2	4	0
Skcos10751	6	5	0	8	5
Skcos10752	0	0	2	5	0
Skcos10753	44	34	37	42	57
Skcos10754	19	7	3	22	4
Skcos10755	25	0	1	41	4
Skcos10756	1	3	1	11	0
Skcos10757	0	0	0	0	0
Skcos10758	3	0	1	1	5
Skcos10759	0	0	1	7	1
Skcos1076	5	1	2	4	4
Skcos10760	7	0	0	3	1
Skcos10761	4	1	1	0	2
Skcos10762	150	119	137	184	183
Skcos10763	1	0	1	3	0
Skcos10764	4	4	1	3	2
Skcos10765	16	2	2	11	7
Skcos10766	37	2	11	123	4
Skcos10767	20	0	1	10	2
Skcos10768	34	10	18	49	6
Skcos10769	16	1	1	12	1
Skcos1077	0	0	0	0	0
Skcos10770	17	1	3	18	0
Skcos10771	4	2	1	5	0
Skcos10772	5	0	4	7	4
Skcos10773	0	0	0	0	0
Skcos10774	499	350	454	525	525
Skcos10775	2887	1322	1744	3723	2310
Skcos10776	0	0	0	0	0
Skcos10777	1	0	0	0	0
Skcos10778	1	0	0	0	0
Skcos10779	0	0	1	0	0
Skcos1078	5	0	0	6	5
Skcos10780	54	19	29	47	34
Skcos10781	12	1	7	33	4
Skcos10782	33	3	6	28	2
Skcos10783	60	4	11	66	13
Skcos10784	61	9	18	35	35
Skcos10785	3	0	0	0	2
Skcos10786	6	1	1	14	2
Skcos10787	5	4	0	2	0
Skcos10788	4	0	1	12	0
Skcos10789	19	3	6	45	5
Skcos1079	58	13	6	52	6
Skcos10790	1	1	0	0	0
Skcos10791	4	2	1	1	1
Skcos10792	58	35	68	159	69
Skcos10793	324	54	66	333	58
Skcos10794	5	2	4	7	11
Skcos10795	4	4	2	12	3
Skcos10796	676	449	518	685	725
Skcos10797	513	291	424	1266	499
Skcos10798	147	82	58	124	80
Skcos10799	42	24	31	27	17
Skcos108	173	87	152	417	140
Skcos1080	2	3	2	3	1
Skcos10800	0	0	0	0	0
Skcos10801	14	3	4	7	2
Skcos10802	175	32	37	125	18
Skcos10803	26	1	4	19	5
Skcos10804	22	5	15	27	15
Skcos10805	57	13	16	108	18
Skcos10806	0	0	1	0	0
Skcos10807	132	37	37	152	21
Skcos10808	619	321	358	1613	435
Skcos10809	9	2	6	38	2
Skcos1081	1	1	0	0	0
Skcos10810	37	5	13	36	16
Skcos10811	62	48	45	60	57
Skcos10812	3	3	1	3	4
Skcos10813	12	7	3	13	2
Skcos10814	211	67	97	124	89
Skcos10815	69	64	75	77	103
Skcos10816	66	13	9	74	4
Skcos10817	311	142	131	329	189
Skcos10818	48	8	9	36	7
Skcos10819	77	21	18	108	14
Skcos1082	3	1	1	3	1
Skcos10820	12	1	2	4	1
Skcos10821	52	7	6	45	16
Skcos10822	2	0	1	7	0
Skcos10823	8	0	0	7	1
Skcos10824	47	5	11	42	8
Skcos10825	598	38	53	799	81
Skcos10826	8	6	2	42	10
Skcos10827	11	0	0	10	0
Skcos10828	19	6	2	41	9
Skcos10829	5	0	0	4	0
Skcos1083	0	0	0	0	0
Skcos10830	14	3	3	15	3
Skcos10831	4	0	1	12	5
Skcos10832	2	0	1	2	0
Skcos10833	71	48	54	72	87
Skcos10834	8	1	2	9	3
Skcos10835	39	9	9	23	22
Skcos10836	32	10	3	10	14
Skcos10837	2	0	1	1	0
Skcos10838	5	6	0	10	2
Skcos10839	29	35	37	47	27
Skcos1084	134	51	101	1626	138
Skcos10840	112	37	31	121	50
Skcos10841	146	61	101	163	158
Skcos10842	39	5	14	23	25
Skcos10843	15	3	6	5	12
Skcos10844	28	5	6	7	6
Skcos10845	20	3	0	16	5
Skcos10846	290	163	184	322	226
Skcos10847	13	0	1	7	0
Skcos10848	187	128	149	192	158
Skcos10849	486	260	390	381	491
Skcos1085	10	0	1	7	1
Skcos10850	3	0	0	4	0
Skcos10851	21	1	3	17	1
Skcos10852	12	2	3	14	4
Skcos10853	77	17	20	55	13
Skcos10854	15	2	1	20	1
Skcos10855	36	4	7	32	7
Skcos10856	8	4	0	5	6
Skcos10857	19	7	5	43	2
Skcos10858	114	15	9	94	9
Skcos10859	23	5	6	20	7
Skcos1086	2	5	0	0	0
Skcos10860	33	8	19	49	14
Skcos10861	34	4	10	33	3
Skcos10862	48	5	3	42	6
Skcos10863	2	6	3	10	3
Skcos10864	7	1	2	7	1
Skcos10865	352	84	194	889	171
Skcos10866	53	23	26	63	26
Skcos10867	1	3	0	0	0
Skcos10868	19	1	1	33	0
Skcos10869	20	4	3	16	1
Skcos1087	0	0	0	0	1
Skcos10870	1	0	0	1	0
Skcos10871	8	6	3	18	9
Skcos10872	28	5	3	14	8
Skcos10873	195	117	121	343	125
Skcos10874	54	69	72	49	82
Skcos10875	204	5	9	157	8
Skcos10876	10	3	1	8	1
Skcos10877	71	27	33	152	43
Skcos10878	62	4	8	96	7
Skcos10879	2	1	2	2	6
Skcos1088	0	0	0	0	0
Skcos10880	13	5	4	19	1
Skcos10881	0	0	0	2	0
Skcos10882	0	0	0	0	0
Skcos10883	0	0	0	0	0
Skcos10884	0	0	0	0	0
Skcos10885	0	0	0	1	2
Skcos10886	0	0	0	0	0
Skcos10887	3	0	0	0	0
Skcos10888	0	0	0	0	0
Skcos10889	3	0	1	0	1
Skcos1089	1	1	0	1	0
Skcos10890	0	0	0	1	0
Skcos10891	0	0	0	0	0
Skcos10892	533	116	116	590	157
Skcos10893	7	1	0	12	1
Skcos10894	1	1	0	2	4
Skcos10895	0	0	0	3	2
Skcos10896	0	0	0	5	0
Skcos10897	8	0	1	8	0
Skcos10898	0	0	0	2	0
Skcos10899	2	3	8	12	2
Skcos109	15	10	7	15	2
Skcos1090	69	11	8	83	12
Skcos10900	101	26	25	125	16
Skcos10901	4	0	0	2	1
Skcos10902	2	0	1	3	2
Skcos10903	7	1	5	19	4
Skcos10904	0	0	0	0	0
Skcos10905	9	3	4	13	0
Skcos10906	2	5	4	9	1
Skcos10907	0	0	0	0	0
Skcos10908	0	0	0	0	0
Skcos10909	5	2	1	1	2
Skcos1091	19	2	2	18	4
Skcos10910	2	0	1	0	0
Skcos10911	2	1	0	9	1
Skcos10912	0	0	0	2	1
Skcos10913	55	14	15	108	31
Skcos10914	1	0	0	3	1
Skcos10915	1	0	1	2	0
Skcos10916	35	21	17	20	32
Skcos10917	0	0	0	0	0
Skcos10918	0	0	0	0	0
Skcos10919	0	0	0	0	0
Skcos1092	2	0	0	9	2
Skcos10920	1	0	0	1	0
Skcos10921	0	0	0	1	0
Skcos10922	0	0	0	2	0
Skcos10923	3	0	5	9	0
Skcos10924	0	0	0	0	0
Skcos10925	17	19	8	22	5
Skcos10926	6	4	4	11	1
Skcos10927	0	0	0	1	0
Skcos10928	3	0	0	5	0
Skcos10929	1	0	0	1	0
Skcos1093	0	0	0	1	0
Skcos10930	10	1	6	23	9
Skcos10931	31	12	15	19	20
Skcos10932	3	1	0	12	0
Skcos10933	3	0	1	1	2
Skcos10934	142	25	35	130	44
Skcos10935	6	1	0	11	5
Skcos10936	8	2	2	14	2
Skcos10937	3	0	0	2	0
Skcos10938	83	34	22	96	45
Skcos10939	9	3	1	7	3
Skcos1094	1	1	3	21	7
Skcos10940	5	2	3	7	1
Skcos10941	21	7	15	42	10
Skcos10942	31	19	26	45	32
Skcos10943	1	2	1	8	0
Skcos10944	21	2	3	32	5
Skcos10945	1	0	0	1	0
Skcos10946	557	364	440	594	545
Skcos10947	11	3	1	10	1
Skcos10948	6	2	1	1	8
Skcos10949	14	6	4	16	5
Skcos1095	17	3	4	18	3
Skcos10950	8	9	2	22	15
Skcos10951	44	2	1	33	1
Skcos10952	2	15	6	1	14
Skcos10953	5	5	7	14	3
Skcos10954	0	0	0	6	0
Skcos10955	0	1	1	1	0
Skcos10956	19	8	4	19	5
Skcos10957	0	0	0	0	0
Skcos10958	0	0	0	0	2
Skcos10959	9	1	4	8	2
Skcos1096	13	2	1	17	6
Skcos10960	5	1	2	5	0
Skcos10961	6	2	1	7	1
Skcos10962	2	0	0	3	0
Skcos10963	0	0	3	0	0
Skcos10964	2	5	4	59	2
Skcos10965	0	0	0	1	0
Skcos10966	20	7	6	30	3
Skcos10967	605	230	274	1451	283
Skcos10968	17	3	4	28	3
Skcos10969	2	2	1	4	2
Skcos1097	33	4	9	38	4
Skcos10970	3	0	0	1	0
Skcos10971	7	2	4	11	2
Skcos10972	6	1	3	13	5
Skcos10973	0	0	0	2	0
Skcos10974	0	0	0	0	0
Skcos10975	0	0	0	2	0
Skcos10976	17	1	4	12	10
Skcos10977	5	4	1	7	2
Skcos10978	0	1	0	0	0
Skcos10979	1	0	0	6	0
Skcos1098	33	2	5	41	6
Skcos10980	11	4	4	10	11
Skcos10981	1	1	0	1	0
Skcos10982	1	1	1	2	0
Skcos10983	17	15	6	42	19
Skcos10984	14	15	16	17	13
Skcos10985	1	0	1	2	0
Skcos10986	2	1	0	1	0
Skcos10987	22	10	1	21	6
Skcos10988	5	0	0	8	0
Skcos10989	3	0	1	13	0
Skcos1099	4	0	5	1	2
Skcos10990	2	2	2	3	4
Skcos10991	13	2	2	24	4
Skcos10992	5	0	0	7	4
Skcos10993	14	5	5	20	11
Skcos10994	3	0	0	0	0
Skcos10995	2	1	2	4	0
Skcos10996	32	2	10	70	12
Skcos10997	4	0	1	6	0
Skcos10998	53	7	11	52	8
Skcos10999	6	1	1	9	0
Skcos11	8	1	1	11	2
Skcos110	8	3	3	12	0
Skcos1100	8	1	2	2	1
Skcos11000	0	0	0	5	0
Skcos11001	0	0	0	0	0
Skcos11002	42	7	4	33	2
Skcos11003	14	8	8	22	14
Skcos11004	50	10	15	43	19
Skcos11005	0	0	0	0	0
Skcos11006	5	1	1	7	1
Skcos11007	130	24	17	241	32
Skcos11008	2	4	5	6	4
Skcos11009	60	15	26	134	35
Skcos1101	13	4	4	15	3
Skcos11010	19	1	3	29	2
Skcos11011	7	11	4	2	4
Skcos11012	3	1	1	4	0
Skcos11013	0	1	0	0	0
Skcos11014	19	0	1	5	1
Skcos11015	8	2	2	10	0
Skcos11016	11	1	0	26	1
Skcos11017	32	1	4	14	0
Skcos11018	1	0	0	0	0
Skcos11019	1	5	3	5	1
Skcos1102	40	39	71	44	67
Skcos11020	23	3	8	146	10
Skcos11021	125	42	57	279	75
Skcos11022	2	2	0	6	0
Skcos11023	0	0	0	0	0
Skcos11024	164	17	31	181	19
Skcos11025	0	0	0	4	0
Skcos11026	154	80	70	226	79
Skcos11027	4	2	4	7	8
Skcos11028	114	46	54	87	71
Skcos11029	0	0	0	0	0
Skcos1103	20	5	4	23	5
Skcos11030	26	6	4	16	3
Skcos11031	18	4	7	29	4
Skcos11032	5	1	0	8	0
Skcos11033	17	6	7	23	17
Skcos11034	144	30	33	143	23
Skcos11035	13	4	1	11	5
Skcos11036	4	0	2	2	0
Skcos11037	7	4	4	16	2
Skcos11038	23	5	3	17	8
Skcos11039	44	45	65	69	57
Skcos1104	2	2	0	14	3
Skcos11040	30	3	3	17	5
Skcos11041	32	3	7	26	4
Skcos11042	22	8	12	24	4
Skcos11043	13	0	0	3	0
Skcos11044	82	25	46	176	35
Skcos11045	0	0	1	6	2
Skcos11046	11	1	0	7	1
Skcos11047	4	1	4	15	8
Skcos11048	30	7	10	32	9
Skcos11049	2	0	0	5	0
Skcos1105	0	0	1	0	0
Skcos11050	288	124	186	391	175
Skcos11051	2	1	6	4	1
Skcos11052	48	13	25	28	32
Skcos11053	10	2	4	15	3
Skcos11054	25	17	9	29	17
Skcos11055	35	8	11	26	4
Skcos11056	12	2	1	5	7
Skcos11057	0	0	0	2	0
Skcos11058	322	114	171	785	162
Skcos11059	1	1	1	4	0
Skcos1106	9	3	2	21	3
Skcos11060	1	0	0	0	1
Skcos11061	3	2	0	5	0
Skcos11062	45	11	9	76	8
Skcos11063	20	15	20	12	15
Skcos11064	2	2	0	2	2
Skcos11065	26	9	17	37	3
Skcos11066	0	0	0	0	0
Skcos11067	24	1	5	32	2
Skcos11068	17	1	2	11	3
Skcos11069	20	3	11	23	6
Skcos1107	3	0	7	1	6
Skcos11070	3	0	0	5	3
Skcos11071	0	0	0	0	0
Skcos11072	13	4	0	10	4
Skcos11073	20	5	10	42	14
Skcos11074	8	2	2	5	0
Skcos11075	5	0	1	3	0
Skcos11076	29	3	8	36	16
Skcos11077	0	0	0	0	0
Skcos11078	0	0	0	1	0
Skcos11079	5	2	0	9	1
Skcos1108	1	0	0	0	0
Skcos11080	0	0	0	0	0
Skcos11081	13	1	3	4	0
Skcos11082	1	0	0	1	0
Skcos11083	90	6	10	97	17
Skcos11084	48	20	31	109	36
Skcos11085	3	0	0	1	0
Skcos11086	3	1	1	12	1
Skcos11087	32	21	24	23	27
Skcos11088	0	0	1	0	0
Skcos11089	6	0	1	4	0
Skcos1109	104	70	87	234	67
Skcos11090	0	0	1	0	3
Skcos11091	3	0	0	2	0
Skcos11092	0	0	0	0	0
Skcos11093	3	3	3	6	2
Skcos11094	3	1	0	22	6
Skcos11095	2	2	1	8	2
Skcos11096	485	219	211	747	228
Skcos11097	17	1	5	38	8
Skcos11098	38	9	7	29	21
Skcos11099	4	2	2	9	0
Skcos111	328	194	220	559	229
Skcos1110	48	27	44	101	31
Skcos11100	0	0	0	43	4
Skcos11101	7	3	2	4	0
Skcos11102	4	1	4	9	0
Skcos11103	0	0	0	1	0
Skcos11104	0	0	0	4	3
Skcos11105	9	3	1	5	7
Skcos11106	51	14	17	90	10
Skcos11107	48	18	13	65	21
Skcos11108	37	4	8	28	25
Skcos11109	0	0	0	0	0
Skcos1111	9	0	0	6	1
Skcos11110	1	0	0	1	0
Skcos11111	0	0	0	0	0
Skcos11112	0	0	0	0	0
Skcos11113	59	16	25	42	18
Skcos11114	97	22	33	242	42
Skcos11115	28	0	0	4	0
Skcos11116	2	0	1	7	0
Skcos11117	137	38	56	180	79
Skcos11118	40	26	24	171	39
Skcos11119	9	2	1	6	17
Skcos1112	14	5	8	30	0
Skcos11120	19	3	0	21	13
Skcos11121	39	12	21	52	17
Skcos11122	9	1	1	5	0
Skcos11123	27	6	3	24	1
Skcos11124	47	26	21	68	17
Skcos11125	18	14	5	35	16
Skcos11126	16	9	6	5	9
Skcos11127	3	1	2	2	5
Skcos11128	2	0	1	2	7
Skcos11129	6	3	1	9	3
Skcos1113	4	0	3	5	0
Skcos11130	98	26	31	154	29
Skcos11131	9	2	2	8	4
Skcos11132	41	21	34	121	23
Skcos11133	4	5	2	56	0
Skcos11134	5	0	4	5	2
Skcos11135	447	248	420	394	546
Skcos11136	3	0	0	0	0
Skcos11137	30	7	10	36	18
Skcos11138	9	0	0	9	1
Skcos11139	2	3	0	3	0
Skcos1114	77	13	33	91	32
Skcos11140	49	16	17	47	21
Skcos11141	0	0	0	0	0
Skcos11142	7	0	1	2	3
Skcos11143	1	0	0	0	2
Skcos11144	3	3	0	5	2
Skcos11145	262	29	19	239	33
Skcos11146	1	2	1	1	1
Skcos11147	11	1	6	8	2
Skcos11148	3	0	3	9	3
Skcos11149	813	62	93	1509	98
Skcos1115	68	49	44	119	32
Skcos11150	9	1	2	11	0
Skcos11151	127	37	30	209	65
Skcos11152	0	0	0	2	0
Skcos11153	140	9	4	25	10
Skcos11154	3	1	3	8	0
Skcos11155	36	8	6	32	4
Skcos11156	25	9	6	43	9
Skcos11157	5	1	1	11	2
Skcos11158	3	1	2	14	0
Skcos11159	7	1	4	7	1
Skcos1116	178	16	19	129	22
Skcos11160	9	3	1	11	2
Skcos11161	2	1	0	3	0
Skcos11162	0	0	0	5	0
Skcos11163	17	13	10	40	4
Skcos11164	53	4	7	56	11
Skcos11165	62	33	52	58	76
Skcos11166	4	1	0	6	3
Skcos11167	0	0	0	0	0
Skcos11168	5	0	1	0	0
Skcos11169	69	17	40	177	17
Skcos1117	6	2	0	7	2
Skcos11170	13	3	6	7	29
Skcos11171	10	4	4	13	5
Skcos11172	122	57	72	47	26
Skcos11173	15	1	3	28	5
Skcos11174	3	0	1	3	0
Skcos11175	24	4	5	11	6
Skcos11176	0	0	0	0	0
Skcos11177	1	0	0	0	0
Skcos11178	0	0	0	0	0
Skcos11179	1	0	1	5	0
Skcos1118	7	3	5	2	2
Skcos11180	0	1	0	2	0
Skcos11181	51	22	29	35	28
Skcos11182	4	3	4	15	3
Skcos11183	20	16	35	36	30
Skcos11184	38	1	4	56	10
Skcos11185	2	0	1	1	1
Skcos11186	1	0	1	2	0
Skcos11187	49	7	7	52	6
Skcos11188	5	0	0	5	0
Skcos11189	3	3	3	1	6
Skcos1119	4	0	1	3	0
Skcos11190	6	1	2	2	0
Skcos11191	114	46	43	165	61
Skcos11192	2	1	2	0	0
Skcos11193	53	7	7	85	6
Skcos11194	6	0	2	9	3
Skcos11195	1	0	0	1	0
Skcos11196	181	85	126	169	155
Skcos11197	15	3	5	19	5
Skcos11198	4	1	1	2	0
Skcos11199	32	4	3	21	3
Skcos112	11	1	0	26	5
Skcos1120	7	1	1	8	1
Skcos11200	154	123	175	218	211
Skcos11201	12	5	7	5	2
Skcos11202	15	9	4	30	11
Skcos11203	26	12	4	37	7
Skcos11204	4	0	0	4	0
Skcos11205	3	3	0	11	0
Skcos11206	14	6	5	21	3
Skcos11207	26	2	3	26	12
Skcos11208	3	0	0	4	1
Skcos11209	4	1	5	46	6
Skcos1121	2	0	0	0	0
Skcos11210	12	4	4	14	0
Skcos11211	3	0	0	1	2
Skcos11212	6	1	3	5	1
Skcos11213	203	10	15	245	17
Skcos11214	38	5	3	17	11
Skcos11215	3	0	2	7	0
Skcos11216	39	3	0	35	7
Skcos11217	18	2	7	24	3
Skcos11218	5	0	0	1	0
Skcos11219	32	2	3	42	11
Skcos1122	19	4	6	23	1
Skcos11220	1	0	0	7	0
Skcos11221	55	17	15	86	22
Skcos11222	27	5	17	20	12
Skcos11223	290	30	35	524	64
Skcos11224	0	0	0	0	0
Skcos11225	94	71	194	497	106
Skcos11226	51	6	4	31	0
Skcos11227	8	0	1	4	0
Skcos11228	37	19	36	35	21
Skcos11229	16	2	5	6	9
Skcos1123	11	9	2	16	2
Skcos11230	297	130	189	294	302
Skcos11231	6	2	3	10	2
Skcos11232	19	6	10	20	9
Skcos11233	5	1	4	13	7
Skcos11234	39	13	10	50	15
Skcos11235	34	0	1	28	1
Skcos11236	83	18	16	160	45
Skcos11237	3	1	2	4	3
Skcos11238	230	16	47	247	44
Skcos11239	16	4	9	15	10
Skcos1124	10	4	0	13	2
Skcos11240	3	1	1	4	3
Skcos11241	532	324	404	676	559
Skcos11242	90	13	29	91	25
Skcos11243	58	14	16	46	13
Skcos11244	7	1	0	6	3
Skcos11245	55	3	7	36	2
Skcos11246	80	12	11	62	10
Skcos11247	592	363	441	838	641
Skcos11248	22	7	6	5	2
Skcos11249	16	2	1	14	0
Skcos1125	100	17	38	133	27
Skcos11250	11	2	2	24	5
Skcos11251	73	19	33	112	33
Skcos11252	6	2	3	2	0
Skcos11253	103	31	47	55	64
Skcos11254	4	0	0	7	0
Skcos11255	275	265	307	362	366
Skcos11256	457	127	119	588	98
Skcos11257	34	11	2	35	0
Skcos11258	48	6	10	71	9
Skcos11259	813	402	502	843	797
Skcos1126	391	291	446	320	462
Skcos11260	18	1	2	15	0
Skcos11261	15	4	7	1	9
Skcos11262	394	18	17	255	34
Skcos11263	105	16	16	84	16
Skcos11264	1104	569	750	1348	1002
Skcos11265	375	173	219	369	227
Skcos11266	7	1	0	8	0
Skcos11267	13	1	3	8	0
Skcos11268	1	4	0	13	2
Skcos11269	142	52	55	176	87
Skcos1127	93	33	37	70	42
Skcos11270	105	41	51	76	87
Skcos11271	241	61	98	217	91
Skcos11272	8	7	8	21	5
Skcos11273	10	3	3	8	0
Skcos11274	2	0	1	2	0
Skcos11275	0	0	0	0	0
Skcos11276	13	2	3	22	0
Skcos11277	20	3	1	27	3
Skcos11278	0	0	0	0	0
Skcos11279	1	3	1	6	1
Skcos1128	0	0	0	1	0
Skcos11280	8	0	0	11	0
Skcos11281	1	0	0	0	0
Skcos11282	0	1	0	2	0
Skcos11283	0	0	0	0	0
Skcos11284	0	1	0	2	0
Skcos11285	0	0	0	0	0
Skcos11286	5	1	5	7	5
Skcos11287	26	10	20	125	20
Skcos11288	0	0	0	0	0
Skcos11289	1	0	0	3	1
Skcos1129	4	0	1	8	5
Skcos11290	4	2	0	4	0
Skcos11291	0	0	0	1	0
Skcos11292	0	0	0	1	0
Skcos11293	1	0	0	2	0
Skcos11294	0	0	0	0	0
Skcos11295	0	0	0	0	0
Skcos11296	0	1	0	0	0
Skcos11297	10	2	0	13	1
Skcos11298	0	0	0	0	0
Skcos11299	1	0	0	0	0
Skcos113	0	0	2	1	0
Skcos1130	0	0	0	0	0
Skcos11300	0	0	0	0	0
Skcos11301	2026	795	1113	2226	1603
Skcos11302	56	13	18	31	24
Skcos11303	22	2	5	42	8
Skcos11304	0	0	0	0	0
Skcos11305	4	1	0	5	0
Skcos11306	1	0	0	0	0
Skcos11307	0	0	0	0	0
Skcos11308	7	2	0	4	0
Skcos11309	4	1	2	2	1
Skcos1131	4	1	1	2	0
Skcos11310	8	2	8	6	6
Skcos11311	46	11	16	47	6
Skcos11312	0	0	0	0	0
Skcos11313	0	0	0	0	0
Skcos11314	1	0	0	0	0
Skcos11315	0	0	0	0	0
Skcos11316	20	1	5	14	2
Skcos11317	91	17	20	41	20
Skcos11318	1689	395	413	1803	459
Skcos11319	9	0	0	7	0
Skcos1132	0	0	1	0	0
Skcos11320	4	0	0	2	0
Skcos11321	14	2	6	34	8
Skcos11322	14	0	1	18	0
Skcos11323	5	0	0	1	0
Skcos11324	5	1	1	1	0
Skcos11325	13	1	4	21	5
Skcos11326	5	3	0	4	0
Skcos11327	65	20	30	80	48
Skcos11328	3	0	0	3	1
Skcos11329	5	0	2	22	5
Skcos1133	1	0	3	1	5
Skcos11330	61	17	9	63	26
Skcos11331	2	0	1	4	1
Skcos11332	9	4	3	13	0
Skcos11333	6	0	0	2	0
Skcos11334	321	219	201	442	264
Skcos11335	5	2	1	11	0
Skcos11336	120	18	30	135	31
Skcos11337	84	84	75	121	63
Skcos11338	0	2	0	3	3
Skcos11339	8	1	0	4	1
Skcos1134	5	0	0	0	0
Skcos11340	23	1	0	15	0
Skcos11341	2	0	0	1	2
Skcos11342	1	0	0	0	2
Skcos11343	1	0	0	0	2
Skcos11344	3	1	0	3	1
Skcos11345	6	12	10	4	19
Skcos11346	8	6	1	13	4
Skcos11347	3	1	4	7	2
Skcos11348	3	0	0	1	0
Skcos11349	0	0	0	1	1
Skcos1135	0	0	0	0	0
Skcos11350	324	125	119	399	106
Skcos11351	0	0	1	5	0
Skcos11352	135	56	53	243	70
Skcos11353	0	1	0	0	0
Skcos11354	75	45	38	145	55
Skcos11355	0	0	0	1	0
Skcos11356	1	2	0	2	0
Skcos11357	13	9	7	17	17
Skcos11358	29	5	5	32	7
Skcos11359	5	0	0	8	1
Skcos1136	94	2	12	62	6
Skcos11360	3	0	0	1	0
Skcos11361	5	0	1	2	4
Skcos11362	14	1	3	29	6
Skcos11363	1	0	4	10	2
Skcos11364	3	0	0	1	1
Skcos11365	7	3	0	4	0
Skcos11366	4	6	10	9	10
Skcos11367	7	1	1	7	0
Skcos11368	2	0	0	1	1
Skcos11369	1	0	0	0	0
Skcos1137	4	2	3	6	2
Skcos11370	29	5	4	16	9
Skcos11371	12	0	3	10	2
Skcos11372	7	0	0	2	3
Skcos11373	80	39	20	134	40
Skcos11374	2	0	0	3	0
Skcos11375	15	4	5	17	7
Skcos11376	0	1	1	1	0
Skcos11377	11	2	3	14	5
Skcos11378	3	0	0	5	0
Skcos11379	4	0	6	15	0
Skcos1138	43	12	16	51	22
Skcos11380	1	2	0	3	0
Skcos11381	6	0	1	7	2
Skcos11382	0	0	0	2	0
Skcos11383	53	15	10	60	9
Skcos11384	4	2	1	4	0
Skcos11385	5	0	1	4	0
Skcos11386	22	12	5	46	11
Skcos11387	7	7	1	7	3
Skcos11388	12	0	2	20	4
Skcos11389	0	0	1	1	0
Skcos1139	3	0	1	0	1
Skcos11390	7	0	3	7	2
Skcos11391	0	0	0	1	0
Skcos11392	6	0	2	10	1
Skcos11393	14	4	5	12	11
Skcos11394	8	2	1	7	0
Skcos11395	16	3	5	9	10
Skcos11396	16	4	2	8	1
Skcos11397	18	9	10	66	19
Skcos11398	1	0	0	1	0
Skcos11399	2	0	0	0	0
Skcos114	9	8	6	18	15
Skcos1140	0	0	0	3	0
Skcos11400	2	0	1	0	1
Skcos11401	0	0	0	0	0
Skcos11402	7	0	0	1	0
Skcos11403	20	5	8	27	5
Skcos11404	4	1	0	0	1
Skcos11405	3	0	2	2	1
Skcos11406	3	3	2	0	2
Skcos11407	2	1	0	4	1
Skcos11408	4	1	0	0	0
Skcos11409	23	9	16	110	18
Skcos1141	1	2	0	0	1
Skcos11410	30	4	4	29	15
Skcos11411	6	2	2	7	3
Skcos11412	3	0	0	3	0
Skcos11413	20	5	6	26	1
Skcos11414	564	342	436	594	465
Skcos11415	3	2	1	8	0
Skcos11416	0	0	0	2	0
Skcos11417	87	6	6	60	4
Skcos11418	0	0	0	0	0
Skcos11419	0	0	0	0	0
Skcos1142	0	0	0	0	0
Skcos11420	5	4	7	20	12
Skcos11421	12	2	7	12	5
Skcos11422	4	0	0	1	3
Skcos11423	24	8	19	11	16
Skcos11424	3	1	1	1	2
Skcos11425	3	1	2	5	2
Skcos11426	10	4	0	8	0
Skcos11427	2	1	0	0	0
Skcos11428	147	65	43	165	51
Skcos11429	11	1	1	3	0
Skcos1143	20	3	2	13	6
Skcos11430	4	0	1	0	0
Skcos11431	7	5	2	21	2
Skcos11432	11	0	5	6	0
Skcos11433	2	4	1	10	3
Skcos11434	0	0	0	1	0
Skcos11435	0	1	1	0	1
Skcos11436	1	1	0	5	0
Skcos11437	16	37	31	36	26
Skcos11438	16	2	3	17	1
Skcos11439	5	4	0	17	3
Skcos1144	2	0	0	3	0
Skcos11440	8	1	0	11	0
Skcos11441	1	0	0	1	0
Skcos11442	5	0	0	26	3
Skcos11443	6	0	1	4	1
Skcos11444	3	3	0	4	0
Skcos11445	12	4	4	35	3
Skcos11446	36	9	8	64	17
Skcos11447	2	0	0	2	0
Skcos11448	13	6	4	4	3
Skcos11449	1	0	1	5	1
Skcos1145	123	29	50	183	23
Skcos11450	8	1	0	12	0
Skcos11451	2	0	1	6	2
Skcos11452	18	4	1	25	3
Skcos11453	0	0	0	0	0
Skcos11454	0	0	0	0	0
Skcos11455	156	7	12	59	11
Skcos11456	3	0	2	4	0
Skcos11457	8	2	1	12	2
Skcos11458	37	48	49	81	77
Skcos11459	15	4	1	15	2
Skcos1146	13	4	7	9	10
