gene	S1	S2	S3	S4	S5	A	B	C	D	E
Skcos10449	241	1640	30	46	20	1	3	2	2	6
Skcos1045	65	111	5	16	3	0	0	2	0	0
Skcos10450	206	826	28	25	15	11	2	4	12	1
Skcos10451	919	2033	166	52	40	231	10	18	219	19
Skcos10452	2128	528	224	80	44	36	1	9	40	6
Skcos10453	3376	595	674	9	62	167	68	96	138	133
Skcos10454	3628	538	92	64	11	19	0	7	17	12
Skcos10455	8276	4869	1379	55	142	351	224	316	417	413
Skcos10456	178	1321	47	10	58	36	8	9	19	1
Skcos10457	2486	182	655	14	28	180	110	112	149	196
Skcos10458	1836	145	1162	13	54	243	153	225	226	285
Skcos10459	4596	606	586	46	45	118	55	51	115	81
Skcos1046	3	110	0	0	0	1	1	0	2	0
Skcos10460	68	357	29	2	1	6	2	3	7	3
Skcos10461	662	890	104	69	44	35	6	14	35	7
Skcos10462	1326	2227	91	73	25	42	12	10	63	10
Skcos10463	210	4693	56	75	14	49	15	6	63	14
Skcos10464	79	2700	45	25	17	44	10	15	70	27
Skcos10465	22	230	0	3	0	4	1	0	5	0
Skcos10466	24	204	6	3	2	2	0	1	2	0
Skcos10467	283	246	40	4	1	5	2	2	13	1
Skcos10468	37	804	9	25	9	13	4	2	7	0
Skcos10469	0	11	2	2	0	0	0	0	0	0
Skcos1047	992	620	217	11	15	48	38	49	54	70
Skcos10470	0	8	0	0	0	0	0	0	0	0
Skcos10471	0	30	0	3	0	0	0	0	0	0
Skcos10472	0	5	0	0	0	0	0	0	0	0
Skcos10473	0	3	0	0	0	1	0	0	0	0
Skcos10474	0	9	3	0	0	0	0	0	0	0
Skcos10475	629	1240	27	45	9	12	0	1	10	1
Skcos10476	4	89	1	4	0	3	0	0	5	0
Skcos10477	2	54	0	0	0	0	0	0	1	0
Skcos10478	0	42	2	0	0	1	0	0	0	0
Skcos10479	39	365	3	6	7	5	1	0	6	2
Skcos1048	136	191	29	0	3	13	4	10	8	10
Skcos10480	201	608	30	16	11	31	4	4	27	15
Skcos10481	465	554	194	6	8	48	8	22	39	38
Skcos10482	546	1725	58	23	20	41	7	11	50	11
Skcos10483	128	1313	34	12	10	17	9	4	21	4
Skcos10484	20	26	3	0	0	0	0	0	0	0
Skcos10485	5424	18283	1458	253	113	535	276	244	937	337
Skcos10486	53	392	7	3	1	6	1	2	11	4
Skcos10487	49	120	7	4	1	4	0	1	5	1
Skcos10488	1	15	0	1	0	1	0	0	0	0
Skcos10489	4	486	7	7	2	7	1	0	9	1
Skcos1049	180	262	13	4	1	8	1	3	2	4
Skcos10490	0	12	0	0	0	0	0	0	0	0
Skcos10491	101	65	37	17	7	3	1	1	9	1
Skcos10492	3	119	8	5	2	0	1	3	2	1
Skcos10493	5	188	8	0	1	3	1	1	0	1
Skcos10494	108	138	44	9	7	10	11	5	22	2
Skcos10495	2	32	1	0	0	0	0	0	0	0
Skcos10496	10	27	1	0	0	0	0	0	2	0
Skcos10497	3	15	0	0	0	2	0	0	1	0
Skcos10498	0	176	0	0	0	3	0	0	0	0
Skcos10499	17	35	2	0	0	2	1	1	3	1
Skcos105	48	964	6	5	1	4	1	0	10	1
Skcos1050	0	0	0	0	0	0	0	0	0	0
Skcos10500	1119	115	85	15	6	8	6	1	11	2
Skcos10501	1	39	0	0	0	1	0	1	0	0
Skcos10502	8	260	0	3	0	4	0	0	4	0
Skcos10503	1	797	8	18	3	11	0	1	3	0
Skcos10504	1	11	3	1	0	0	0	0	0	0
Skcos10505	15	758	4	4	2	15	2	0	2	0
Skcos10506	139	1613	27	14	11	14	6	7	11	4
Skcos10507	1	12	0	0	0	0	0	0	0	0
Skcos10508	46	642	5	21	3	2	2	1	1	2
Skcos10509	14	59	0	0	0	0	0	0	2	0
Skcos1051	62	295	31	3	8	317	7	5	110	8
Skcos10510	38	450	3	6	0	4	3	0	6	2
Skcos10511	75	1697	44	13	15	9	1	5	2	3
Skcos10512	4	35	0	0	0	0	0	0	1	0
Skcos10513	2	86	0	1	2	0	1	0	0	0
Skcos10514	0	134	3	0	4	4	0	1	11	2
Skcos10515	20	651	10	18	4	13	2	0	11	0
Skcos10516	144	595	67	5	20	28	4	10	1	1
Skcos10517	5	108	1	0	0	0	1	0	4	0
Skcos10518	72	82	11	6	10	8	1	1	14	0
Skcos10519	210	1006	27	9	5	5	0	2	9	10
Skcos1052	18	92	4	4	0	0	0	1	1	0
Skcos10520	2066	2483	1043	161	241	77	48	116	369	97
Skcos10521	14	382	7	8	2	8	0	1	4	5
Skcos10522	767	3150	344	18	59	67	48	58	145	59
Skcos10523	0	25	1	1	0	1	0	0	0	0
Skcos10524	898	2358	302	59	21	103	27	33	119	24
Skcos10525	51	887	42	10	16	36	5	7	33	7
Skcos10526	20	2117	32	8	11	34	9	12	25	11
Skcos10527	25	296	6	0	2	6	0	0	6	1
Skcos10528	8	252	3	2	1	1	0	0	1	0
Skcos10529	422	3026	103	7	14	136	26	27	213	35
Skcos1053	57	154	8	6	2	2	1	2	9	2
Skcos10530	37	405	6	12	0	6	1	0	18	3
Skcos10531	889	229	336	7	19	79	29	50	61	78
Skcos10532	59	22	6	2	0	3	0	4	1	3
Skcos10533	68	181	13	0	1	2	2	1	2	0
Skcos10534	29	92	4	0	0	1	0	0	1	0
Skcos10535	48	968	57	10	4	14	5	5	27	4
Skcos10536	84	283	3	4	1	1	0	0	7	2
Skcos10537	875	904	25	43	6	6	3	1	12	1
Skcos10538	18	583	5	3	0	1	4	0	5	2
Skcos10539	29	284	1	0	0	0	0	1	3	0
Skcos1054	30	198	6	3	1	3	0	0	6	2
Skcos10540	105	475	20	6	1	3	1	1	3	0
Skcos10541	0	31	0	1	0	0	0	0	0	0
Skcos10542	130	549	11	13	2	7	3	1	8	5
Skcos10543	54	541	15	3	6	5	1	0	0	0
Skcos10544	3	158	1	4	2	1	0	0	3	0
Skcos10545	127	872	74	11	18	26	7	12	33	17
Skcos10546	32	460	16	3	5	8	5	5	37	5
Skcos10547	207	570	17	5	3	20	6	4	14	9
Skcos10548	77	858	61	15	7	16	7	10	28	10
Skcos10549	112	898	11	9	8	14	1	4	20	1
Skcos1055	4	28	2	0	0	0	0	0	1	0
Skcos10550	166	166	11	7	1	7	1	3	8	4
Skcos10551	29	34	13	1	2	4	1	1	2	3
Skcos10552	83	1051	10	10	3	11	5	4	16	5
Skcos10553	168	385	24	6	2	13	2	5	15	7
Skcos10554	182	59	11	1	0	0	0	0	5	0
Skcos10555	69	65	3	0	0	1	0	1	3	2
Skcos10556	3521	881	1993	15	132	387	262	366	444	478
Skcos10557	2	129	4	2	1	0	0	0	1	0
Skcos10558	13	70	2	1	0	1	1	0	2	2
Skcos10559	2	72	1	1	0	1	0	0	2	0
Skcos1056	150	542	128	33	44	46	15	31	84	20
Skcos10560	71	832	6	18	2	14	7	2	19	3
Skcos10561	7	194	2	0	6	2	1	0	8	4
Skcos10562	0	90	0	1	0	2	0	0	1	0
Skcos10563	12	715	10	8	1	13	3	2	15	3
Skcos10564	24	947	13	25	4	10	3	4	16	4
Skcos10565	323	1985	186	58	50	113	13	25	146	18
Skcos10566	1	230	2	5	0	1	1	0	2	3
Skcos10567	113	922	30	9	8	14	2	2	31	9
Skcos10568	111	61	4	1	0	1	0	0	2	0
Skcos10569	5	583	7	1	3	39	0	2	31	6
Skcos1057	5	35	1	1	1	0	0	0	1	0
Skcos10570	663	409	331	4	15	105	45	67	92	53
Skcos10571	11	344	1	5	2	11	5	1	9	4
Skcos10572	11	892	10	8	2	7	1	1	29	1
Skcos10573	3	40	4	0	0	1	0	0	0	0
Skcos10574	17	783	8	4	1	8	0	1	8	7
Skcos10575	7	166	5	2	0	1	0	2	0	0
Skcos10576	2849	4996	1135	119	234	181	136	165	439	140
Skcos10577	25	296	6	7	4	16	1	0	18	4
Skcos10578	150	1304	85	13	5	11	12	10	8	13
Skcos10579	2	272	1	2	0	3	1	0	5	3
Skcos1058	1383	1796	377	58	33	171	48	55	239	88
Skcos10580	2	31	4	0	0	21	4	9	17	9
Skcos10581	81	1398	24	22	19	12	2	8	34	5
Skcos10582	262	256	55	6	8	15	0	3	19	5
Skcos10583	2	114	0	1	0	0	0	0	1	0
Skcos10584	1	164	0	6	0	14	1	3	11	1
Skcos10585	19084	2786	3482	152	239	695	403	498	673	643
Skcos10586	155	3508	55	22	16	53	10	9	77	16
Skcos10587	94	225	102	3	10	154	79	69	159	121
Skcos10588	162	1335	48	11	11	23	5	21	77	17
Skcos10589	3	408	7	0	0	26	9	8	48	22
Skcos1059	234	563	19	33	5	13	0	2	11	3
Skcos10590	123	57	1	0	0	0	0	0	1	0
Skcos10591	286	3914	171	32	25	60	18	32	99	37
Skcos10592	525	497	48	9	5	18	5	6	24	5
Skcos10593	89	2049	14	22	8	13	7	5	35	5
Skcos10594	240	7341	147	83	41	37	10	15	53	4
Skcos10595	139	473	8	14	2	3	0	5	12	1
Skcos10596	73	462	5	5	4	5	0	1	3	1
Skcos10597	259	211	54	0	9	17	7	10	11	21
Skcos10598	61	291	2	4	2	1	0	0	1	0
Skcos10599	7	61	0	0	0	0	0	0	0	1
Skcos106	122	387	11	3	4	5	1	0	8	5
Skcos1060	140	471	24	43	7	20	1	3	10	3
Skcos10600	1037	238	276	3	8	14	23	28	18	38
Skcos10601	4	31	1	0	0	3	0	0	1	5
Skcos10602	742	417	231	11	15	77	27	28	69	73
Skcos10603	12	1679	3	12	3	15	1	2	17	2
Skcos10604	45	373	15	14	5	10	6	3	20	3
Skcos10605	56	369	30	8	9	14	2	1	30	11
Skcos10606	4	565	5	8	6	26	5	13	104	5
Skcos10607	2	7	0	0	0	0	0	0	0	0
Skcos10608	16	38	8	0	0	0	0	1	0	6
Skcos10609	3	687	6	9	2	1	0	0	5	0
Skcos1061	2049	238	821	4	36	165	112	151	117	170
Skcos10610	6354	800	831	22	72	205	75	92	164	180
Skcos10611	13	362	1	3	0	4	0	0	2	0
Skcos10612	9	93	1	3	0	0	0	2	0	0
Skcos10613	10	181	3	2	1	3	1	1	3	0
Skcos10614	18	160	10	0	1	1	0	0	0	0
Skcos10615	0	0	0	0	0	0	0	0	0	0
Skcos10616	1592	5570	737	66	133	182	148	116	187	132
Skcos10617	4	40	0	1	0	2	0	0	5	1
Skcos10618	54	228	1	3	2	4	0	2	3	0
Skcos10619	3	47	0	0	0	5	0	0	2	0
Skcos1062	149	156	7	3	3	3	2	2	5	4
Skcos10620	75	2120	26	19	8	23	5	9	29	5
Skcos10621	3	24	2	0	0	1	0	0	0	0
Skcos10622	661	2885	77	26	10	31	11	7	64	15
Skcos10623	36	127	7	0	2	0	0	0	1	0
Skcos10624	91	112	4	2	1	6	1	3	3	2
Skcos10625	102	209	22	3	2	18	7	4	10	17
Skcos10626	81	468	39	17	15	30	8	9	80	20
Skcos10627	265	1059	12	6	1	8	2	0	4	1
Skcos10628	78	1100	32	27	36	32	4	14	56	9
Skcos10629	681	809	80	44	10	10	2	3	19	1
Skcos1063	1	3	0	0	0	0	0	0	0	0
Skcos10630	30632	6834	3598	214	255	913	503	606	877	808
Skcos10631	114	14	0	0	0	0	0	0	1	0
Skcos10632	18	305	0	4	1	3	0	0	3	1
Skcos10633	75	187	3	1	3	6	2	0	5	1
Skcos10634	3	71	0	0	0	1	1	0	0	0
Skcos10635	72	1331	318	7	39	280	236	230	497	382
Skcos10636	456	686	200	43	53	31	47	52	31	37
Skcos10637	9	85	1	1	0	0	0	0	0	0
Skcos10638	190	3704	47	45	26	47	9	13	56	24
Skcos10639	451	1108	88	15	7	19	6	6	35	17
Skcos1064	1	84	0	0	0	0	0	0	0	0
Skcos10640	9	36	1	0	2	5	0	0	0	0
Skcos10641	60	200	1	3	0	0	1	0	5	0
Skcos10642	423	181	110	2	0	14	7	5	22	14
Skcos10643	179	895	11	6	5	6	0	3	9	2
Skcos10644	519	736	213	18	23	72	25	22	169	41
Skcos10645	6001	1546	1218	71	88	335	130	172	269	264
Skcos10646	1	4	0	0	0	0	0	0	0	0
Skcos10647	253	347	38	20	7	27	3	2	23	2
Skcos10648	32	106	9	0	0	7	1	2	1	2
Skcos10649	545	42	60	0	1	8	1	3	3	5
Skcos1065	7	54	1	0	3	1	0	0	1	0
Skcos10650	13	247	1	2	0	0	0	1	2	2
Skcos10651	102	1901	20	5	5	16	1	4	43	0
Skcos10652	373	209	28	0	2	10	4	1	17	2
Skcos10653	341	520	20	4	3	23	4	9	30	8
Skcos10654	10	782	3	4	1	15	2	2	17	1
Skcos10655	110	568	3	4	0	12	0	2	10	1
Skcos10656	17	429	3	9	1	1	1	1	11	0
Skcos10657	209	1329	66	28	13	20	5	8	18	8
Skcos10658	2326	1443	748	20	57	195	161	188	203	223
Skcos10659	196	1273	48	26	18	77	6	9	49	20
Skcos1066	10	199	1	5	1	12	0	0	9	0
Skcos10660	554	1033	82	22	24	164	24	24	123	23
Skcos10661	436	4127	128	48	40	95	22	18	152	23
Skcos10662	622	1233	30	28	5	27	4	4	30	5
Skcos10663	498	238	43	2	1	16	2	4	10	4
Skcos10664	7	175	0	0	1	1	1	0	0	0
Skcos10665	100	37	20	1	0	0	0	0	1	1
Skcos10666	451	5351	100	43	21	69	10	6	39	7
Skcos10667	16	339	10	4	3	0	0	0	1	0
Skcos10668	458	202	137	8	3	9	14	17	37	5
Skcos10669	1952	1846	212	34	29	132	71	70	110	48
Skcos1067	4	37	0	0	0	1	0	0	1	0
Skcos10670	33	92	4	1	0	2	0	0	0	0
Skcos10671	0	4	0	0	0	0	0	0	0	0
Skcos10672	138	1869	226	27	45	209	96	136	442	136
Skcos10673	69	909	40	18	5	24	10	10	39	11
Skcos10674	82	2814	55	53	13	73	15	22	68	14
Skcos10675	32	182	0	1	0	1	0	0	1	1
Skcos10676	71	1104	15	19	1	16	2	4	43	1
Skcos10677	1310	414	105	16	9	83	12	29	69	47
Skcos10678	49	793	11	9	7	21	5	1	25	4
Skcos10679	242	1259	20	14	4	22	4	1	27	4
Skcos1068	15	288	8	3	3	4	2	2	3	0
Skcos10680	86	1014	114	45	78	32	33	52	59	52
Skcos10681	483	405	100	13	9	26	14	9	24	14
Skcos10682	72	697	7	10	1	5	2	2	11	1
Skcos10683	142	728	75	31	17	35	9	11	48	14
Skcos10684	85	898	113	11	10	71	36	47	81	65
Skcos10685	5	230	2	3	3	3	0	0	2	0
Skcos10686	7	84	4	0	0	4	0	0	0	0
Skcos10687	24	207	1	2	1	2	2	0	4	0
Skcos10688	19	188	28	5	1	7	2	0	16	3
Skcos10689	214	1279	33	14	7	6	1	4	25	2
Skcos1069	4	185	2	1	0	12	0	0	3	2
Skcos10690	57	1341	33	6	14	22	9	2	16	9
Skcos10691	143	2902	31	21	18	44	7	15	63	11
Skcos10692	12	248	3	2	1	3	0	4	2	3
Skcos10693	12	942	7	3	2	13	1	3	9	0
Skcos10694	92	1667	46	18	19	4	2	3	0	4
Skcos10695	553	697	165	3	12	44	10	16	40	43
Skcos10696	91	855	7	13	0	26	1	1	5	7
Skcos10697	6	168	3	3	3	1	0	0	3	0
Skcos10698	8482	1777	1134	83	122	280	171	152	291	241
Skcos10699	1198	764	120	132	45	144	9	16	87	13
Skcos107	3	281	17	4	10	56	1	10	35	4
Skcos1070	250	556	82	10	7	19	6	19	46	29
Skcos10700	6	211	0	0	2	2	0	0	3	0
Skcos10701	58	305	6	2	6	4	0	0	1	1
Skcos10702	25	572	19	8	7	92	4	2	57	2
Skcos10703	460	1003	104	12	5	11	3	2	19	4
Skcos10704	6	261	10	7	0	17	2	0	12	2
Skcos10705	15	312	1	4	0	2	0	0	8	0
Skcos10706	48	290	5	1	1	2	0	0	2	0
Skcos10707	10	84	1	2	2	6	1	0	2	0
Skcos10708	165	683	26	23	11	1	2	5	3	2
Skcos10709	310	972	20	15	4	16	6	5	27	5
Skcos1071	530	816	40	7	4	13	2	1	17	3
Skcos10710	69	301	7	2	0	4	1	3	7	0
Skcos10711	119	751	14	18	6	5	4	4	5	0
Skcos10712	9	825	4	17	3	3	0	0	1	0
Skcos10713	261	3009	118	21	34	60	10	16	69	19
Skcos10714	17	777	5	5	0	4	1	0	5	0
Skcos10715	16	74	2	0	0	0	0	0	1	0
Skcos10716	350	1414	45	23	15	30	17	27	21	6
Skcos10717	14	236	4	6	6	0	1	1	5	0
Skcos10718	17	343	8	0	0	0	0	0	1	0
Skcos10719	14	96	5	2	0	3	0	0	4	5
Skcos1072	97	1198	14	16	10	24	2	2	23	6
Skcos10720	2	156	1	0	0	0	0	0	0	0
Skcos10721	62	516	6	6	0	4	0	2	7	0
Skcos10722	1283	2957	566	86	103	354	155	175	327	208
Skcos10723	111	556	5	5	1	11	2	0	11	1
Skcos10724	519	404	31	6	9	32	3	6	15	14
Skcos10725	135	35	10	1	0	0	0	0	4	0
Skcos10726	94	642	11	20	8	37	0	1	18	2
Skcos10727	148	1918	137	32	19	88	54	53	116	31
Skcos10728	32	424	9	9	0	6	1	1	6	0
Skcos10729	2	89	0	0	0	1	0	0	1	0
Skcos1073	10	301	4	14	0	1	1	0	3	1
Skcos10730	137	81	13	1	1	2	0	3	1	2
Skcos10731	34	378	3	10	1	24	0	2	18	5
Skcos10732	1	140	3	4	2	0	0	0	0	0
Skcos10733	14	61	0	1	0	2	0	0	0	0
Skcos10734	32	1414	23	14	12	22	2	3	22	3
Skcos10735	21	910	6	9	1	3	1	0	7	0
Skcos10736	0	16	0	0	0	2	0	1	0	0
Skcos10737	66	285	4	3	0	3	0	0	4	1
Skcos10738	630	923	60	78	20	68	1	8	27	6
Skcos10739	22	23	11	12	13	23	0	0	6	3
Skcos1074	620	130	52	5	3	5	2	2	9	3
Skcos10740	60	975	8	9	11	11	8	5	23	4
Skcos10741	83	49	79	32	2	1	0	0	17	1
Skcos10742	24	1323	18	11	3	22	13	23	32	17
Skcos10743	88	152	93	30	12	11	29	25	83	32
Skcos10744	1366	4971	461	84	78	73	9	11	93	27
Skcos10745	220	723	64	4	4	26	13	13	22	13
Skcos10746	16	59	1	0	0	0	0	1	1	3
Skcos10747	188	142	7	15	4	2	0	1	2	1
Skcos10748	2	130	0	4	0	1	1	0	3	0
Skcos10749	1815	235	589	7	28	133	85	85	120	120
Skcos1075	45	193	4	3	4	5	0	1	5	0
Skcos10750	41	816	10	42	7	9	1	2	4	0
Skcos10751	96	314	24	1	0	6	5	0	8	5
Skcos10752	5	173	4	4	0	0	0	2	5	0
Skcos10753	572	255	199	2	15	44	34	37	42	57
Skcos10754	80	2072	10	24	2	19	7	3	22	4
Skcos10755	9	1148	10	4	6	25	0	1	41	4
Skcos10756	16	533	8	5	1	1	3	1	11	0
Skcos10757	0	0	0	0	0	0	0	0	0	0
Skcos10758	255	60	23	0	0	3	0	1	1	5
Skcos10759	105	89	9	2	1	0	0	1	7	1
Skcos1076	54	178	9	4	0	5	1	2	4	4
Skcos10760	59	457	10	37	3	7	0	0	3	1
Skcos10761	8	175	2	3	1	4	1	1	0	2
Skcos10762	853	632	587	10	41	150	119	137	184	183
Skcos10763	3	133	0	2	0	1	0	1	3	0
Skcos10764	66	29	13	2	0	4	4	1	3	2
Skcos10765	79	1482	9	15	16	16	2	2	11	7
Skcos10766	121	684	82	25	39	37	2	11	123	4
Skcos10767	521	801	24	59	11	20	0	1	10	2
Skcos10768	201	2395	40	23	23	34	10	18	49	6
Skcos10769	274	415	17	3	0	16	1	1	12	1
Skcos1077	0	50	2	0	0	0	0	0	0	0
Skcos10770	89	577	35	5	7	17	1	3	18	0
Skcos10771	3	158	0	3	0	4	2	1	5	0
Skcos10772	65	241	6	3	0	5	0	4	7	4
Skcos10773	0	1	0	0	0	0	0	0	0	0
Skcos10774	16673	2597	2382	138	226	499	350	454	525	525
Skcos10775	85188	15215	13894	940	1806	2887	1322	1744	3723	2310
Skcos10776	0	1	0	0	0	0	0	0	0	0
Skcos10777	5	29	2	0	0	1	0	0	0	0
Skcos10778	12	24	1	0	0	1	0	0	0	0
Skcos10779	10	153	3	2	0	0	0	1	0	0
Skcos1078	18	325	7	2	3	5	0	0	6	5
Skcos10780	726	1517	222	22	25	54	19	29	47	34
Skcos10781	72	1230	11	11	3	12	1	7	33	4
Skcos10782	112	1308	23	8	3	33	3	6	28	2
Skcos10783	159	1204	25	26	7	60	4	11	66	13
Skcos10784	4975	57	521	3	3	61	9	18	35	35
Skcos10785	137	53	10	1	0	3	0	0	0	2
Skcos10786	26	408	5	5	1	6	1	1	14	2
Skcos10787	16	496	2	5	0	5	4	0	2	0
Skcos10788	229	928	11	16	0	4	0	1	12	0
Skcos10789	139	436	15	25	2	19	3	6	45	5
Skcos1079	116	6031	42	74	13	58	13	6	52	6
Skcos10790	0	131	0	0	2	1	1	0	0	0
Skcos10791	44	450	9	6	2	4	2	1	1	1
Skcos10792	9351	4782	754	324	95	58	35	68	159	69
Skcos10793	1045	4728	538	199	88	324	54	66	333	58
Skcos10794	233	60	36	1	1	5	2	4	7	11
Skcos10795	24	1241	6	10	2	4	4	2	12	3
Skcos10796	19664	3934	3307	216	327	676	449	518	685	725
Skcos10797	5145	8603	2807	375	401	513	291	424	1266	499
Skcos10798	1210	1030	364	22	28	147	82	58	124	80
Skcos10799	294	553	154	6	9	42	24	31	27	17
Skcos108	471	4047	464	167	81	173	87	152	417	140
Skcos1080	28	197	6	1	6	2	3	2	3	1
Skcos10800	3	168	4	0	2	0	0	0	0	0
Skcos10801	1212	94	55	8	8	14	3	4	7	2
Skcos10802	16	100	79	5	53	175	32	37	125	18
Skcos10803	114	1389	50	15	6	26	1	4	19	5
Skcos10804	237	382	75	2	9	22	5	15	27	15
Skcos10805	475	886	122	35	8	57	13	16	108	18
Skcos10806	9	122	0	1	1	0	0	1	0	0
Skcos10807	156	1090	285	104	64	132	37	37	152	21
Skcos10808	7833	9170	3260	360	474	619	321	358	1613	435
Skcos10809	158	1064	31	22	6	9	2	6	38	2
Skcos1081	5	30	0	1	0	1	1	0	0	0
Skcos10810	14	953	19	9	6	37	5	13	36	16
Skcos10811	132	809	85	16	10	62	48	45	60	57
Skcos10812	6	323	3	0	1	3	3	1	3	4
Skcos10813	743	615	57	22	6	12	7	3	13	2
Skcos10814	1657	457	367	27	67	211	67	97	124	89
Skcos10815	1133	239	405	4	25	69	64	75	77	103
Skcos10816	174	4162	46	26	26	66	13	9	74	4
Skcos10817	152	3111	71	17	13	311	142	131	329	189
Skcos10818	167	1418	45	20	5	48	8	9	36	7
Skcos10819	68	4167	40	17	12	77	21	18	108	14
Skcos1082	16	328	9	4	1	3	1	1	3	1
Skcos10820	38	222	2	4	1	12	1	2	4	1
Skcos10821	67	947	14	12	10	52	7	6	45	16
Skcos10822	36	168	2	6	3	2	0	1	7	0
Skcos10823	670	591	60	5	4	8	0	0	7	1
Skcos10824	157	2219	50	31	31	47	5	11	42	8
Skcos10825	443	5285	201	63	90	598	38	53	799	81
Skcos10826	180	1504	35	18	18	8	6	2	42	10
Skcos10827	17	1570	11	16	4	11	0	0	10	0
Skcos10828	142	201	81	33	29	19	6	2	41	9
Skcos10829	35	435	10	11	3	5	0	0	4	0
Skcos1083	1	0	0	0	0	0	0	0	0	0
Skcos10830	58	646	14	5	4	14	3	3	15	3
Skcos10831	31	2322	10	15	0	4	0	1	12	5
Skcos10832	583	261	6	7	0	2	0	1	2	0
Skcos10833	1205	961	412	13	26	71	48	54	72	87
Skcos10834	66	403	2	8	3	8	1	2	9	3
Skcos10835	232	59	86	13	13	39	9	9	23	22
Skcos10836	404	2101	169	19	26	32	10	3	10	14
Skcos10837	252	156	14	1	0	2	0	1	1	0
Skcos10838	46	298	1	1	1	5	6	0	10	2
Skcos10839	142	1119	71	52	45	29	35	37	47	27
Skcos1084	210	1600	301	85	155	134	51	101	1626	138
Skcos10840	529	3153	200	60	55	112	37	31	121	50
Skcos10841	8157	377	1520	8	68	146	61	101	163	158
Skcos10842	1915	978	324	12	10	39	5	14	23	25
Skcos10843	546	138	94	1	4	15	3	6	5	12
Skcos10844	145	1504	82	15	25	28	5	6	7	6
Skcos10845	1452	73	170	0	2	20	3	0	16	5
Skcos10846	4419	2238	1121	82	92	290	163	184	322	226
Skcos10847	225	394	11	7	2	13	0	1	7	0
Skcos10848	5565	612	1092	7	67	187	128	149	192	158
Skcos10849	3016	625	1984	17	59	486	260	390	381	491
Skcos1085	121	260	9	5	1	10	0	1	7	1
Skcos10850	43	321	12	5	2	3	0	0	4	0
Skcos10851	58	1365	12	9	8	21	1	3	17	1
Skcos10852	91	490	30	30	5	12	2	3	14	4
Skcos10853	664	2401	99	81	32	77	17	20	55	13
Skcos10854	431	316	17	24	4	15	2	1	20	1
Skcos10855	243	1071	38	11	12	36	4	7	32	7
Skcos10856	186	1057	14	9	1	8	4	0	5	6
Skcos10857	80	1819	81	25	16	19	7	5	43	2
Skcos10858	19	1836	34	15	12	114	15	9	94	9
Skcos10859	3191	224	107	42	9	23	5	6	20	7
Skcos1086	12	53	4	2	1	2	5	0	0	0
Skcos10860	412	1213	68	14	13	33	8	19	49	14
Skcos10861	340	1744	124	33	19	34	4	10	33	3
Skcos10862	338	2023	112	50	15	48	5	3	42	6
Skcos10863	610	386	21	1	3	2	6	3	10	3
Skcos10864	461	1818	57	27	2	7	1	2	7	1
Skcos10865	1911	5024	929	153	341	352	84	194	889	171
Skcos10866	191	1014	26	53	2	53	23	26	63	26
Skcos10867	5	74	1	1	0	1	3	0	0	0
Skcos10868	17	425	9	2	1	19	1	1	33	0
Skcos10869	472	800	15	37	10	20	4	3	16	1
Skcos1087	33	10	2	0	0	0	0	0	0	1
Skcos10870	230	177	8	12	4	1	0	0	1	0
Skcos10871	355	781	33	22	4	8	6	3	18	9
Skcos10872	113	1129	58	21	7	28	5	3	14	8
Skcos10873	177	3909	288	93	154	195	117	121	343	125
Skcos10874	553	213	296	7	8	54	69	72	49	82
Skcos10875	870	1097	82	18	17	204	5	9	157	8
Skcos10876	63	1014	14	6	5	10	3	1	8	1
Skcos10877	465	1511	145	38	24	71	27	33	152	43
Skcos10878	687	2973	54	44	19	62	4	8	96	7
Skcos10879	517	34	206	14	3	2	1	2	2	6
Skcos1088	0	0	0	0	0	0	0	0	0	0
Skcos10880	12	919	8	19	1	13	5	4	19	1
Skcos10881	18	21	1	0	0	0	0	0	2	0
Skcos10882	2	1	0	0	0	0	0	0	0	0
Skcos10883	1	5	0	0	0	0	0	0	0	0
Skcos10884	0	12	1	0	0	0	0	0	0	0
Skcos10885	10	24	0	0	0	0	0	0	1	2
Skcos10886	0	1	0	0	0	0	0	0	0	0
Skcos10887	184	8	19	4	0	3	0	0	0	0
Skcos10888	3	41	1	1	0	0	0	0	0	0
Skcos10889	83	119	3	2	0	3	0	1	0	1
Skcos1089	3	46	2	0	0	1	1	0	1	0
Skcos10890	4	79	0	1	1	0	0	0	1	0
Skcos10891	0	15	0	0	0	0	0	0	0	0
Skcos10892	758	1770	459	34	94	533	116	116	590	157
Skcos10893	28	960	7	10	2	7	1	0	12	1
Skcos10894	120	158	12	3	0	1	1	0	2	4
Skcos10895	24	67	2	1	0	0	0	0	3	2
Skcos10896	2	247	0	0	0	0	0	0	5	0
Skcos10897	3	171	0	3	0	8	0	1	8	0
Skcos10898	10	57	1	2	0	0	0	0	2	0
Skcos10899	1	145	5	2	2	2	3	8	12	2
Skcos109	142	1181	14	32	1	15	10	7	15	2
Skcos1090	179	1825	40	23	17	69	11	8	83	12
Skcos10900	584	5801	225	73	44	101	26	25	125	16
Skcos10901	11	190	3	1	0	4	0	0	2	1
Skcos10902	237	247	12	5	5	2	0	1	3	2
Skcos10903	39	1598	11	15	8	7	1	5	19	4
Skcos10904	0	2	0	0	0	0	0	0	0	0
Skcos10905	25	342	5	6	1	9	3	4	13	0
Skcos10906	22	443	10	8	3	2	5	4	9	1
