gene	S1	S2	S3	S4	S5	A	B	C	D	E
Skcos7612	27	41	8	0	0	7	8	3	0	0
Skcos7613	18	296	3	2	2	5	0	1	6	0
Skcos7614	663	459	50	111	22	30	2	0	24	6
Skcos7615	66	130	14	1	0	3	1	2	8	0
Skcos7616	72	1322	22	20	5	24	9	4	27	6
Skcos7617	34	590	11	4	6	3	0	0	2	0
Skcos7618	95	261	57	17	20	10	13	15	16	21
Skcos7619	455	675	199	34	20	57	27	18	93	23
Skcos762	889	1323	113	39	11	50	15	24	36	16
Skcos7620	25	129	5	1	4	3	0	0	6	0
Skcos7621	0	573	0	5	0	13	1	12	25	12
Skcos7622	55	97	6	2	0	1	0	3	2	0
Skcos7623	14	419	4	7	1	5	1	2	7	1
Skcos7624	6	136	0	0	0	0	0	0	0	0
Skcos7625	26	115	1	1	2	0	0	0	0	0
Skcos7626	336	1634	18	10	10	6	0	2	4	0
Skcos7627	30	233	4	3	2	11	4	0	4	0
Skcos7628	5	558	1	2	2	4	1	2	7	0
Skcos7629	150	2094	108	14	39	27	1	10	3	9
Skcos763	767	1057	153	27	10	7	2	2	34	9
Skcos7630	90	2023	47	35	20	18	9	3	13	7
Skcos7631	343	1081	153	23	24	24	3	5	8	6
Skcos7632	65	327	8	12	4	5	2	0	2	3
Skcos7633	10	491	4	0	0	1	1	1	1	0
Skcos7634	234	1253	27	19	18	55	5	6	40	10
Skcos7635	18	317	2	1	3	5	0	1	4	2
Skcos7636	65	413	4	2	1	3	1	0	5	2
Skcos7637	14	463	3	8	0	4	3	0	8	0
Skcos7638	40	911	9	8	0	8	1	0	10	1
Skcos7639	18	137	3	0	0	3	0	1	1	0
Skcos764	115	4	3	3	1	2	3	1	1	1
Skcos7640	77	314	19	2	7	3	1	0	12	3
Skcos7641	39	174	4	1	0	4	0	0	2	0
Skcos7642	60	211	1	6	1	5	0	0	2	3
Skcos7643	33	483	5	12	3	1	2	0	2	0
Skcos7644	8	353	1	4	2	3	0	0	2	0
Skcos7645	251	1317	69	11	5	65	11	5	75	19
Skcos7646	154	677	8	10	3	7	2	1	7	2
Skcos7647	6	111	0	1	0	2	0	0	4	1
Skcos7648	204	1407	69	32	19	108	40	21	171	48
Skcos7649	170	317	24	16	11	29	9	6	20	2
Skcos765	29	30	9	20	14	6	1	1	10	0
Skcos7650	65	1099	11	15	5	5	1	0	9	0
Skcos7651	62	4134	49	48	17	77	25	27	130	23
Skcos7652	17	20	5	1	0	2	1	4	3	0
Skcos7653	4	160	0	0	3	1	0	0	0	0
Skcos7654	66	71	18	1	0	1	1	5	4	4
Skcos7655	1	94	0	0	0	0	0	0	0	0
Skcos7656	0	65	0	0	0	0	0	0	1	0
Skcos7657	187	679	25	5	6	8	0	2	12	0
Skcos7658	2407	659	255	7	20	29	2	12	44	21
Skcos7659	21	302	4	3	4	3	0	1	3	0
Skcos766	43	3090	10	33	24	15	0	2	16	0
Skcos7660	11	99	4	1	3	6	0	1	7	2
Skcos7661	28	572	203	7	11	175	122	130	290	174
Skcos7662	232	63	75	1	1	9	1	2	8	5
Skcos7663	20	46	2	0	0	0	0	0	2	0
Skcos7664	22	165	41	2	10	22	10	8	6	15
Skcos7665	62	1703	26	29	5	23	6	6	27	9
Skcos7666	378	1371	137	8	12	19	5	7	16	9
Skcos7667	56	2316	18	12	12	36	12	26	58	29
Skcos7668	9	268	1	3	0	4	0	0	2	0
Skcos7669	74	287	25	4	2	5	3	3	18	10
Skcos767	715	939	62	19	20	183	10	21	89	12
Skcos7670	302	640	111	24	8	32	13	15	77	35
Skcos7671	0	62	2	1	0	0	0	0	0	0
Skcos7672	45	1722	39	20	14	2	1	4	1	2
Skcos7673	221	1128	89	32	24	189	21	36	161	21
Skcos7674	155	420	182	39	16	33	27	40	112	52
Skcos7675	26	1258	11	15	2	18	2	2	24	3
Skcos7676	83	1017	6	10	2	4	1	3	17	0
Skcos7677	1	54	0	2	0	2	0	0	3	0
Skcos7678	19284	1555	2242	31	40	367	116	259	216	269
Skcos7679	196	1066	146	13	27	35	12	16	80	12
Skcos768	388	389	9	7	0	3	0	1	6	0
Skcos7680	2	433	2	2	1	6	1	2	13	0
Skcos7681	3	13	1	2	1	0	0	0	0	0
Skcos7682	767	4159	107	56	37	60	21	19	77	25
Skcos7683	74	1009	46	102	30	27	17	26	25	17
Skcos7684	245	57	20	34	14	23	0	2	25	0
Skcos7685	5	88	3	0	0	3	1	0	7	0
Skcos7686	2	56	0	2	0	4	1	0	2	0
Skcos7687	19	271	5	3	7	5	2	0	5	0
Skcos7688	16417	2335	2083	149	186	448	302	357	444	445
Skcos7689	5	2915	20	3	3	45	5	5	87	14
Skcos769	1504	12919	610	486	192	514	287	274	790	309
Skcos7690	114	621	29	5	11	9	7	2	17	5
Skcos7691	1404	124	550	4	24	111	61	74	117	111
Skcos7692	571	102	116	1	0	10	10	7	7	24
Skcos7693	77	1284	23	10	5	83	6	2	45	1
Skcos7694	7	104	3	1	0	1	0	0	1	1
Skcos7695	32	4153	26	21	16	30	5	7	40	3
Skcos7696	33	1713	16	15	6	6	1	3	15	1
Skcos7697	111	1557	29	17	16	33	6	2	29	8
Skcos7698	880	1094	341	18	42	75	49	53	105	63
Skcos7699	20	130	1	1	1	5	2	2	10	0
Skcos77	551	2204	129	38	20	35	16	18	64	23
Skcos770	217	914	17	10	2	10	4	2	6	4
Skcos7700	0	12	5	0	1	1	0	0	2	0
Skcos7701	632	1602	32	19	11	49	4	6	43	7
Skcos7702	1963	666	279	2	7	47	20	17	49	44
Skcos7703	32	1244	13	13	3	11	1	1	25	2
Skcos7704	6	79	2	2	2	2	0	0	0	0
Skcos7705	754	1961	300	93	170	104	75	110	106	93
Skcos7706	186	1182	65	17	5	15	7	6	19	4
Skcos7707	89	12	6	1	1	1	0	0	2	0
Skcos7708	0	5	0	0	0	0	0	0	0	0
Skcos7709	99	3079	26	48	13	73	8	19	100	7
Skcos771	9840	1345	1560	90	107	353	249	281	349	424
Skcos7710	7	101	0	2	0	2	0	0	2	1
Skcos7711	18	128	4	2	0	7	0	3	3	1
Skcos7712	26	407	5	4	0	2	0	0	7	0
Skcos7713	71	328	3	1	0	11	5	2	16	4
Skcos7714	443	279	11	3	0	10	5	3	6	2
Skcos7715	10	214	5	0	4	1	0	0	3	0
Skcos7716	281	671	5	7	4	0	0	0	6	0
Skcos7717	9	170	0	1	2	0	0	1	0	1
Skcos7718	7	488	7	2	1	17	0	1	4	0
Skcos7719	734	526	106	8	10	39	4	7	12	5
Skcos772	17	0	5	2	0	1	0	0	5	3
Skcos7720	30	244	3	4	1	4	0	1	2	1
Skcos7721	6	207	0	4	1	0	0	0	0	0
Skcos7722	1	143	3	3	1	1	1	0	3	0
Skcos7723	179	1037	110	6	7	41	24	39	104	47
Skcos7724	14	243	3	5	0	5	1	0	5	0
Skcos7725	112	36	56	0	4	3	7	4	25	5
Skcos7726	1	139	1	2	2	1	0	0	0	0
Skcos7727	55	562	5	8	2	13	1	1	10	4
Skcos7728	114	513	28	3	3	25	2	9	12	6
Skcos7729	53	211	13	7	6	2	1	0	6	1
Skcos773	636	551	36	17	11	32	5	3	22	8
Skcos7730	34	13	5	1	0	4	0	0	2	0
Skcos7731	22	195	29	1	1	54	6	2	17	6
Skcos7732	101	397	2	0	2	4	1	0	8	2
Skcos7733	4	34	3	0	1	2	0	0	1	0
Skcos7734	45	647	13	6	12	7	2	3	1	4
Skcos7735	2	63	0	0	0	0	0	0	0	0
Skcos7736	1	45	0	1	0	1	0	0	0	1
Skcos7737	153	311	27	1	3	11	0	0	9	4
Skcos7738	215	367	18	7	1	9	0	3	10	6
Skcos7739	30	1180	17	9	6	8	1	1	21	1
Skcos774	855	3723	312	104	190	134	49	51	293	38
Skcos7740	70	369	13	8	4	7	0	0	9	6
Skcos7741	26	579	4	3	0	5	0	4	2	0
Skcos7742	1117	3840	320	47	41	99	38	45	154	52
Skcos7743	341	807	113	6	9	97	43	42	87	29
Skcos7744	74	922	14	16	8	7	0	0	6	1
Skcos7745	513	458	45	8	4	42	2	0	24	4
Skcos7746	27	370	4	12	0	7	1	2	9	2
Skcos7747	94	117	22	5	0	10	1	6	31	7
Skcos7748	2	263	7	1	1	3	0	0	3	0
Skcos7749	0	116	0	0	0	12	0	0	4	0
Skcos775	2168	1210	896	15	49	210	185	179	206	210
Skcos7750	21	149	2	2	1	0	0	0	1	0
Skcos7751	1038	224	197	6	15	80	14	36	46	52
Skcos7752	0	3	0	0	0	0	0	0	0	0
Skcos7753	0	48	0	1	0	0	0	0	1	0
Skcos7754	787	1230	1178	409	934	451	509	539	378	546
Skcos7755	0	31	0	2	0	0	0	0	0	0
Skcos7756	14	20	2	0	0	14	0	0	2	0
Skcos7757	4	199	3	3	4	9	0	0	8	0
Skcos7758	357	3795	135	31	68	10	5	6	3	8
Skcos7759	77	1597	14	23	3	15	0	2	19	2
Skcos776	294	507	27	24	10	12	4	1	15	4
Skcos7760	10473	826	6501	1230	378	1335	1086	1150	5294	1340
Skcos7761	970	652	29	27	5	48	2	4	26	5
Skcos7762	13	460	3	7	0	8	0	0	6	0
Skcos7763	17883	3043	3115	184	211	764	525	555	571	615
Skcos7764	180	696	44	20	15	31	8	7	33	9
Skcos7765	583	3951	113	20	86	101	4	11	137	9
Skcos7766	4	301	1	4	0	2	1	0	0	0
Skcos7767	89	851	18	14	7	6	1	0	6	5
Skcos7768	25	30	0	0	0	0	0	0	1	0
Skcos7769	25	98	2	2	0	1	0	0	2	0
Skcos777	1224	96	59	23	6	22	3	7	9	4
Skcos7770	7	13	0	0	0	0	0	0	0	0
Skcos7771	49	673	6	7	2	5	1	1	11	3
Skcos7772	359	499	110	16	7	40	18	11	60	17
Skcos7773	53	475	22	8	5	6	2	2	0	0
Skcos7774	596	2579	284	41	61	72	7	20	6	18
Skcos7775	0	13	0	1	0	1	0	0	1	0
Skcos7776	4	29	0	0	0	1	0	0	0	0
Skcos7777	0	0	0	0	0	0	0	0	0	0
Skcos7778	27	1355	9	25	10	29	9	7	26	7
Skcos7779	1542	826	169	11	8	31	7	13	27	15
Skcos778	275	489	122	9	12	15	2	3	13	6
Skcos7780	7	51	4	0	0	0	0	0	0	0
Skcos7781	5	63	1	1	0	0	0	0	0	0
Skcos7782	203	325	71	2	7	36	11	13	12	14
Skcos7783	51	441	6	7	1	7	0	0	7	1
Skcos7784	91	625	4	4	6	8	4	2	10	1
Skcos7785	98	543	5	7	1	9	2	5	8	1
Skcos7786	29	584	9	1	4	5	1	3	6	0
Skcos7787	1059	3988	247	86	54	187	41	42	183	51
Skcos7788	2	78	0	0	0	0	0	0	0	0
Skcos7789	0	0	0	0	0	0	0	0	0	0
Skcos779	345	2621	61	20	10	19	2	7	25	5
Skcos7790	422	3207	236	90	132	154	58	82	131	90
Skcos7791	170	3261	40	46	20	57	15	14	45	8
Skcos7792	693	748	10	3	7	5	0	1	8	0
Skcos7793	869	293	12	18	0	9	1	2	6	0
Skcos7794	185	1286	147	34	19	93	84	97	224	133
Skcos7795	282	4280	83	35	29	31	5	17	88	6
Skcos7796	82	734	6	4	3	3	0	0	2	1
Skcos7797	119	116	27	3	3	8	2	0	13	2
Skcos7798	47	400	15	1	1	4	1	0	7	2
Skcos7799	92	661	62	32	14	40	4	13	106	7
Skcos78	0	1	0	0	0	0	0	0	0	0
Skcos780	71	909	17	12	6	5	2	2	18	3
Skcos7800	1562	351	524	8	21	95	68	71	88	97
Skcos7801	11361	1443	4099	29	301	634	262	409	654	594
Skcos7802	8	63	1	2	0	0	0	0	1	0
Skcos7803	208	1720	67	28	22	52	15	23	42	19
Skcos7804	259	107	44	0	3	6	7	11	2	14
Skcos7805	78	3109	48	32	31	72	34	25	114	23
Skcos7806	646	1897	64	18	13	41	6	9	30	21
Skcos7807	1	95	1	1	0	1	0	0	2	0
Skcos7808	0	23	0	0	0	0	0	0	0	0
Skcos7809	0	26	0	2	0	0	0	0	1	0
Skcos781	354	334	44	42	10	19	3	3	20	2
Skcos7810	2	28	2	0	0	1	0	0	1	0
Skcos7811	2919	4594	420	77	37	67	65	36	72	86
Skcos7812	14	172	3	1	0	1	0	0	3	1
Skcos7813	62	372	13	6	0	3	1	3	5	0
Skcos7814	10	289	4	4	1	1	0	0	6	0
Skcos7815	10	506	4	8	7	8	1	1	12	2
Skcos7816	238	52	0	8	1	5	0	1	1	3
Skcos7817	89	206	3	1	1	0	1	0	4	0
Skcos7818	384	4213	129	34	52	178	28	45	280	61
Skcos7819	39	743	68	21	23	43	32	38	10	14
Skcos782	10416	1595	4908	49	311	797	547	747	936	898
Skcos7820	28	65	0	1	1	0	0	0	2	0
Skcos7821	21	10	0	0	0	1	0	0	0	0
Skcos7822	4	36	0	1	0	0	0	0	0	0
Skcos7823	290	14801	192	81	39	55	18	30	84	20
Skcos7824	2881	29451	6008	249	1248	4045	1766	1933	6843	2317
Skcos7825	3	43	0	0	0	1	2	0	2	0
Skcos7826	87	978	28	35	18	21	3	3	36	0
Skcos7827	776	1971	18	18	10	18	0	1	17	1
Skcos7828	239	922	95	9	17	112	27	24	58	34
Skcos7829	211	440	3	15	0	1	1	2	4	1
Skcos783	638	520	115	12	10	96	14	9	55	15
Skcos7830	38	624	21	7	4	29	4	3	10	5
Skcos7831	9	78	6	0	0	0	0	0	5	2
Skcos7832	120	379	9	7	2	0	4	0	2	3
Skcos7833	30	316	6	7	1	3	0	0	2	0
Skcos7834	614	4614	132	40	19	55	17	37	97	20
Skcos7835	156	1934	50	19	16	30	5	14	46	13
Skcos7836	10	129	1	2	0	8	0	1	1	1
Skcos7837	538	242	26	11	3	26	5	11	23	11
Skcos7838	581	2422	57	44	19	50	10	3	51	8
Skcos7839	403	1507	24	23	12	16	2	2	30	4
Skcos784	35	1085	19	8	12	10	7	5	13	0
Skcos7840	282	1772	30	19	10	24	10	9	49	8
Skcos7841	90	706	9	14	2	25	2	2	13	4
Skcos7842	50	388	11	5	3	8	0	0	7	1
Skcos7843	178	55	50	0	3	11	6	7	2	7
Skcos7844	0	0	0	0	0	0	0	0	0	0
Skcos7845	0	0	0	0	0	0	0	0	0	0
Skcos7846	488	2306	51	31	11	37	13	16	37	19
Skcos7847	242	1237	41	20	7	9	4	3	18	2
Skcos7848	453	4490	125	62	39	171	28	57	159	41
Skcos7849	0	3	0	1	0	0	0	0	0	0
Skcos785	278	1679	59	15	17	32	7	14	27	9
Skcos7850	1685	1590	552	9	26	171	85	120	155	124
Skcos7851	13	586	4	6	2	3	0	1	9	7
Skcos7852	114	152	4	6	1	1	0	0	3	0
Skcos7853	25	1525	5	29	2	7	3	4	15	1
Skcos7854	2696	872	482	41	45	158	62	66	105	84
Skcos7855	108	264	21	7	8	20	2	6	11	1
Skcos7856	668	159	231	2	4	30	13	23	37	43
Skcos7857	477	600	108	16	8	40	15	13	46	24
Skcos7858	180	530	25	5	8	12	4	3	24	17
Skcos7859	30	450	2	23	5	4	1	1	3	1
Skcos786	177	3355	88	44	9	51	14	32	69	33
Skcos7860	235	1115	12	9	4	12	2	7	32	2
Skcos7861	13	250	0	2	0	0	2	1	4	2
Skcos7862	98	220	1	0	0	1	0	2	3	2
Skcos7863	242	626	31	6	6	16	3	5	18	4
Skcos7864	14	293	11	12	9	5	1	2	12	0
Skcos7865	338	879	66	17	16	99	18	23	107	35
Skcos7866	572	14974	220	54	52	185	53	61	172	65
Skcos7867	25	399	3	7	0	11	0	1	4	0
Skcos7868	12	689	6	3	0	4	0	0	2	0
Skcos7869	639	80	6	4	4	4	0	1	1	1
Skcos787	41	713	32	9	9	4	2	1	0	1
Skcos7870	3973	11239	1202	662	257	693	395	430	1190	631
Skcos7871	336	2263	83	23	20	32	4	5	27	2
Skcos7872	273	1892	21	14	12	22	2	3	24	1
Skcos7873	257	470	64	6	16	234	28	25	175	31
Skcos7874	245	716	119	39	15	248	41	75	146	71
Skcos7875	44	2796	21	19	20	152	13	14	112	9
Skcos7876	0	5	0	0	0	0	0	0	0	0
Skcos7877	0	3	0	0	0	0	0	0	0	0
Skcos7878	435	2	7	0	0	0	0	0	1	0
Skcos7879	705	1919	175	18	20	98	16	22	78	41
Skcos788	1891	2886	49	88	6	20	12	7	20	6
Skcos7880	276	102	2	3	0	7	3	6	7	3
Skcos7881	446	398	24	36	12	17	1	1	10	2
Skcos7882	74	335	34	5	18	22	4	4	8	2
Skcos7883	415	932	25	7	6	8	5	3	16	4
Skcos7884	630	1379	205	29	32	114	19	24	121	28
Skcos7885	372	199	4	5	1	0	0	1	6	0
Skcos7886	921	989	113	14	11	40	19	21	34	20
Skcos7887	221	840	98	36	31	95	14	17	78	8
Skcos7888	534	6956	422	447	345	304	319	456	328	307
Skcos7889	31	762	11	7	1	7	0	3	10	2
Skcos789	58	84	0	3	0	1	1	2	0	0
Skcos7890	720	1286	105	45	26	120	8	17	95	11
Skcos7891	385	2394	148	59	28	40	16	16	100	14
Skcos7892	446	495	35	7	1	15	4	2	7	4
Skcos7893	56	799	20	11	6	3	2	6	23	3
Skcos7894	89	1838	59	40	21	40	27	9	50	16
Skcos7895	242	323	34	3	2	4	3	6	7	13
Skcos7896	22	968	21	7	4	15	6	3	21	0
Skcos7897	51	317	7	12	3	5	1	1	7	2
Skcos7898	16	379	3	3	0	6	0	0	5	0
Skcos7899	125	78	46	18	3	5	0	0	11	1
Skcos79	8	75	1	0	1	0	0	0	0	0
Skcos790	68	336	12	7	5	5	0	0	3	2
Skcos7900	1	74	0	1	0	0	1	0	3	0
Skcos7901	91	1610	27	18	17	27	7	12	43	8
Skcos7902	36	1553	11	10	8	17	3	2	15	0
Skcos7903	1727	1305	718	62	38	147	49	65	378	91
Skcos7904	7	38	0	0	0	0	0	0	0	0
Skcos7905	644	931	177	21	23	30	17	4	62	11
Skcos7906	38	487	16	6	2	14	3	1	8	0
Skcos7907	236	347	6	5	1	13	2	2	24	1
Skcos7908	193	923	341	17	60	316	217	183	428	262
Skcos7909	9	812	3	12	3	11	4	4	11	5
Skcos791	250	391	18	7	5	3	1	0	10	0
Skcos7910	1	46	0	2	0	1	0	0	1	0
Skcos7911	4	6	0	1	0	0	0	0	2	0
Skcos7912	0	72	1	0	0	0	0	0	1	0
Skcos7913	5	59	1	1	0	0	0	0	4	0
Skcos7914	2	10	0	0	1	0	0	0	1	0
Skcos7915	6	11	0	0	0	4	1	3	2	5
Skcos7916	3	2	0	0	0	0	0	0	0	0
Skcos7917	2	0	0	0	0	0	0	0	0	0
Skcos7918	0	18	0	0	0	0	0	0	1	0
Skcos7919	3	64	7	3	4	3	0	0	5	2
Skcos792	14	163	4	4	0	3	1	0	1	0
Skcos7920	4	52	1	1	0	2	0	0	0	0
Skcos7921	3	76	0	0	0	1	0	0	0	0
Skcos7922	77	77	25	1	2	8	4	2	21	9
Skcos7923	10	188	0	3	2	1	0	0	3	0
Skcos7924	2	30	0	1	2	0	0	0	0	0
Skcos7925	0	9	0	0	0	0	0	0	0	0
Skcos7926	2	16	1	0	0	0	0	0	1	0
Skcos7927	0	0	0	0	0	0	0	0	0	0
Skcos7928	3	121	0	5	2	0	0	2	0	0
Skcos7929	0	8	0	0	0	0	0	0	0	0
Skcos793	431	1206	249	19	25	27	4	8	4	14
Skcos7930	3	60	2	2	0	6	0	1	1	0
Skcos7931	10	45	3	2	0	0	0	0	0	0
Skcos7932	1	24	0	0	0	0	0	0	0	0
Skcos7933	0	9	0	0	0	0	0	0	0	0
Skcos7934	3	6	1	0	0	0	0	0	1	4
Skcos7935	84	38	24	2	4	13	3	5	19	2
Skcos7936	6	73	3	1	0	1	0	0	2	1
Skcos7937	3	12	0	0	0	0	0	0	0	0
Skcos7938	73	1397	24	12	4	11	5	4	14	5
Skcos7939	44	378	4	2	1	8	4	4	6	0
Skcos794	152	374	4	24	3	6	0	0	4	0
Skcos7940	42	526	5	5	5	10	4	7	16	2
Skcos7941	45	438	4	17	0	0	1	0	0	2
Skcos7942	629	1151	166	31	46	46	23	17	103	17
Skcos7943	42	342	4	8	3	3	1	2	3	8
Skcos7944	33	743	14	11	1	6	3	4	9	5
Skcos7945	205	118	12	2	3	1	0	2	3	1
Skcos7946	66	514	16	2	11	3	0	0	0	3
Skcos7947	560	678	117	9	1	16	7	4	15	5
Skcos7948	275	274	57	4	1	10	4	6	4	7
Skcos7949	3	88	4	0	0	0	0	0	0	0
Skcos795	60	480	6	10	3	12	0	0	2	1
Skcos7950	3	374	0	8	2	2	1	2	6	0
Skcos7951	90	935	9	1	2	2	1	0	6	1
Skcos7952	3	298	3	3	0	0	0	0	3	0
Skcos7953	0	132	0	1	0	1	0	0	3	3
Skcos7954	588	326	259	31	21	59	62	49	171	67
Skcos7955	0	107	1	1	0	0	0	0	4	1
Skcos7956	198	729	110	10	14	14	15	13	36	6
Skcos7957	22	310	3	10	8	2	0	4	8	0
Skcos7958	2	429	1	5	0	1	0	2	1	0
Skcos7959	2	42	1	0	0	1	0	0	0	0
Skcos796	23	1167	30	20	24	143	28	33	144	47
Skcos7960	9	568	1	1	0	3	0	0	4	0
Skcos7961	42	1584	16	14	2	9	3	3	12	2
Skcos7962	113	223	18	5	6	4	2	3	9	1
Skcos7963	155	1629	34	16	9	18	6	5	32	4
Skcos7964	9	85	0	1	0	1	0	0	0	0
Skcos7965	1150	2254	1194	316	131	308	294	317	1177	397
Skcos7966	2	35	0	0	0	3	1	1	2	0
Skcos7967	6	110	0	5	0	0	0	0	2	1
Skcos7968	23	614	2	7	3	7	0	2	6	0
Skcos7969	32	148	11	3	1	8	1	0	9	1
Skcos797	116	292	123	35	29	110	13	14	89	22
Skcos7970	43	749	9	3	3	5	0	0	9	0
Skcos7971	11	218	1	6	0	2	0	1	2	0
Skcos7972	28	130	4	1	0	2	0	0	0	3
Skcos7973	9	469	8	2	0	6	0	0	0	2
Skcos7974	268	27	20	0	4	12	1	7	22	5
Skcos7975	18	306	1	4	0	15	7	5	16	10
Skcos7976	14	183	2	8	0	7	0	0	2	0
Skcos7977	26	575	14	15	4	8	1	1	9	1
Skcos7978	71	176	5	3	0	5	0	0	4	0
Skcos7979	15	481	5	4	1	8	0	0	7	1
Skcos798	609	2356	93	33	26	87	21	27	104	51
Skcos7980	109	749	35	11	4	13	6	7	43	5
Skcos7981	22	362	1	3	0	2	2	0	6	2
Skcos7982	117	1406	34	12	16	18	0	5	29	2
Skcos7983	3	203	1	8	0	1	1	0	1	0
Skcos7984	9	164	1	2	1	1	0	1	2	0
Skcos7985	17	1273	4	7	2	11	1	1	21	3
Skcos7986	0	43	1	0	2	1	0	0	1	0
Skcos7987	518	2014	41	26	8	27	2	4	22	4
Skcos7988	7	29	0	2	0	1	0	0	1	0
Skcos7989	2	159	0	0	0	0	0	0	0	0
Skcos799	31	509	10	2	2	6	2	1	10	0
Skcos7990	23	137	6	1	0	3	0	0	3	0
Skcos7991	23	457	5	2	0	4	0	0	4	0
Skcos7992	27	105	1	0	0	0	1	0	3	0
Skcos7993	412	1129	268	45	98	74	41	51	206	79
Skcos7994	28	45	9	1	0	1	2	1	0	4
Skcos7995	35	362	6	2	0	2	0	0	1	1
Skcos7996	813	250	326	6	9	70	55	72	62	88
Skcos7997	6	300	4	5	2	1	0	0	3	2
Skcos7998	77	175	2	2	2	7	1	2	5	2
Skcos7999	109	1117	9	4	4	6	1	1	5	0
Skcos8	919	5579	277	169	59	153	52	41	193	30
Skcos80	19	125	3	3	1	2	1	0	1	4
Skcos800	273	1096	45	9	10	19	1	4	8	6
Skcos8000	456	1933	30	83	7	9	3	2	10	3
Skcos8001	89	16	2	2	0	2	0	0	0	0
Skcos8002	363	1347	35	14	8	14	8	7	19	1
Skcos8003	203	185	4	4	1	1	1	0	3	0
Skcos8004	71	243	4	24	1	0	0	0	1	0
Skcos8005	118	623	18	8	2	15	3	5	11	5
Skcos8006	343	1980	113	45	13	105	22	31	269	48
Skcos8007	18	647	4	3	2	9	2	3	12	4
Skcos8008	750	149	168	0	5	19	7	8	15	9
Skcos8009	167	567	11	26	7	15	2	1	12	2
Skcos801	103	311	47	7	13	19	4	5	29	11
Skcos8010	97	431	3	4	0	1	0	0	2	0
Skcos8011	80	1011	11	15	2	14	3	6	42	14
Skcos8012	144	2734	63	27	14	58	23	21	119	40
Skcos8013	13	242	0	0	0	14	0	0	8	1
Skcos8014	23	544	4	9	1	7	9	5	12	2
Skcos8015	3	288	2	7	1	0	0	0	1	0
Skcos8016	5	233	1	2	2	3	0	0	1	1
Skcos8017	16	155	1	5	0	0	0	3	1	0
Skcos8018	64	461	138	11	30	292	80	116	260	130
Skcos8019	39	227	5	3	0	3	0	0	4	0
Skcos802	905	989	345	53	110	95	69	87	91	109
Skcos8020	637	74	187	3	4	14	9	35	3	19
Skcos8021	39	874	23	11	5	1	0	6	2	1
Skcos8022	314	1077	412	135	37	194	66	62	393	103
Skcos8023	101	515	49	7	5	28	20	20	30	17
Skcos8024	30	468	21	1	1	21	9	6	12	17
Skcos8025	529	471	90	3	5	27	8	7	15	8
Skcos8026	9	21	8	0	0	0	0	0	0	0
Skcos8027	74	461	2	6	0	0	0	1	10	3
Skcos8028	16	721	3	6	0	2	1	1	6	3
Skcos8029	140	1258	32	13	10	154	17	10	92	12
Skcos803	1459	5773	544	28	110	582	159	140	474	155
Skcos8030	24	559	1	9	3	10	2	2	8	2
Skcos8031	9	61	1	0	0	3	1	0	0	2
Skcos8032	0	4	17	1	3	24	4	3	25	5
Skcos8033	84	1558	21	24	6	17	3	6	40	4
Skcos8034	19	503	1	2	0	7	2	3	18	8
Skcos8035	68	1072	4	8	3	5	2	0	13	2
Skcos8036	13	268	4	7	1	4	1	0	1	0
Skcos8037	114	312	16	7	0	3	1	3	8	3
Skcos8038	433	1049	134	10	13	103	8	5	128	17
Skcos8039	3020	1746	581	31	40	149	77	92	139	131
Skcos804	71	1217	45	5	7	3	1	3	3	2
Skcos8040	27	2095	12	23	6	52	19	16	58	6
Skcos8041	51	442	3	4	1	3	0	1	5	0
Skcos8042	749	1732	218	55	23	79	25	30	174	39
Skcos8043	11	141	0	3	0	0	0	0	2	2
Skcos8044	33	1927	7	13	4	15	2	1	17	1
Skcos8045	7	182	1	3	1	1	0	0	2	1
Skcos8046	1123	393	232	7	20	57	38	30	77	40
Skcos8047	32	893	6	3	5	28	1	2	26	0
Skcos8048	17	214	9	2	2	3	0	0	9	1
Skcos8049	32	288	21	3	6	13	2	5	11	4
Skcos805	1011	2114	443	41	52	68	23	26	10	25
Skcos8050	27	487	5	7	2	1	0	1	4	1
Skcos8051	2	80	2	2	0	0	0	0	2	0
Skcos8052	160	765	17	22	0	18	2	4	17	5
Skcos8053	56	469	35	6	10	11	14	13	7	9
Skcos8054	9	471	5	11	5	3	0	0	3	1
Skcos8055	28	476	2	24	0	5	2	1	43	4
Skcos8056	9	375	8	2	1	8	0	2	12	2
Skcos8057	326	232	59	3	1	13	13	5	11	15
Skcos8058	33	286	12	2	2	5	0	0	5	0
Skcos8059	95	163	3	0	2	1	0	0	3	3
Skcos806	30	158	14	1	9	76	9	12	50	17
Skcos8060	186	2042	95	72	45	56	53	40	43	40
Skcos8061	0	7	1	0	0	0	0	0	0	0
Skcos8062	0	4	1	0	0	0	0	0	0	0
Skcos8063	126	136	16	2	0	9	3	1	10	2
Skcos8064	57	4	8	0	0	0	0	1	1	0
Skcos8065	48	24	5	5	5	0	0	2	0	0
Skcos8066	40	423	17	4	5	10	2	2	13	2
Skcos8067	36	417	7	2	1	2	0	0	5	1
Skcos8068	6	17	0	0	0	0	1	0	0	0
Skcos8069	60	142	7	1	0	16	0	5	9	2
Skcos807	437	242	15	6	1	2	1	0	4	0
Skcos8070	199	1348	27	24	24	31	4	11	62	4
Skcos8071	210	219	20	1	2	3	3	1	3	1
Skcos8072	98	541	19	7	1	9	3	2	11	2
