geneID	S1	S2	S3	S4	S5	+N	-N	+P	-P	Control
Throt3738	0.25554063198264776	0.7891619652342589	1.0566698652944047	0.7483922663138911	0.8733247665995896	0.4359227678538345	0.8378528512551455	0.7774876884824529	3.441704974755094	1.289212360864979
Throt3731	0.19165547398698582	2.630539884114196	1.9812559974270088	1.2473204438564853	3.143969159758522	0.7265379464230576	0.8378528512551455	0.0	2.7533639798040754	1.5470548330379748
Throt3730	0.12777031599132388	2.1044319072913567	1.9812559974270088	0.24946408877129705	0.3493299066398358	0.4359227678538345	1.3964214187585757	0.7774876884824529	0.6883409949510189	1.031369888691983
Throt3733	0.25554063198264776	0.2630539884114196	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2578424721729958
Throt3732	0.0	1.315269942057098	0.0	0.24946408877129705	0.0	0.0	0.0	0.0	0.22944699831700627	0.0
Throt3735	0.06388515799566194	1.972904913085647	0.660418665809003	0.4989281775425941	0.0	0.1453075892846115	0.0	0.0	0.6883409949510189	0.0
Throt3734	0.0	0.3945809826171294	0.13208373316180058	0.24946408877129705	0.8733247665995896	0.290615178569223	0.27928428375171516	1.2958128141374214	0.22944699831700627	0.2578424721729958
Throt3737	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Throt3736	0.0	0.1315269942057098	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Throt7438	0.0	1.8413779188799373	0.0	0.0	0.0	0.4359227678538345	0.0	0.0	0.0	0.5156849443459915
Throt7439	0.3194257899783097	0.0	0.13208373316180058	0.0	0.0	0.0	0.0	0.2591625628274843	0.22944699831700627	0.0
Throt7432	0.06388515799566194	0.0	0.0	0.0	0.0	0.290615178569223	0.0	0.2591625628274843	0.0	0.0
Throt7433	0.12777031599132388	0.9206889594399686	1.0566698652944047	1.4967845326277822	0.0	0.4359227678538345	0.27928428375171516	0.7774876884824529	0.9177879932680251	0.2578424721729958
Throt7430	0.0	0.0	0.0	0.0	0.0	0.1453075892846115	0.0	0.0	0.0	0.0
Throt7431	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Throt7436	0.0	0.0	0.0	0.0	0.0	0.0	0.27928428375171516	0.0	0.0	0.0
Throt7437	0.0	1.0522159536456783	0.0	0.4989281775425941	0.0	0.0	0.0	0.0	0.0	0.0
Throt7434	0.06388515799566194	1.972904913085647	0.0	0.24946408877129705	0.3493299066398358	0.290615178569223	0.27928428375171516	0.0	0.6883409949510189	0.0
Throt7435	0.0	0.7891619652342589	0.9245861321326042	0.4989281775425941	0.3493299066398358	0.581230357138446	1.3964214187585757	0.5183251256549686	1.1472349915850313	2.836267193902954
Throt1779	0.12777031599132388	0.657634971028549	0.660418665809003	0.4989281775425941	0.5239948599597537	0.7265379464230576	0.0	0.5183251256549686	1.1472349915850313	0.2578424721729958
Throt1778	0.06388515799566194	0.1315269942057098	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Throt1777	1.5332437918958866	6.707876704491199	3.830428261692217	4.739817686654645	2.2706443931589324	2.615536607123007	2.2342742700137213	2.0733005026198743	3.212257976438088	1.5470548330379748
Throt1776	0.0	0.0	0.0	0.24946408877129705	0.0	0.1453075892846115	0.0	0.0	0.0	0.0
